,muscle reading 1 sensor 1,muscle reading 1 sensor 2,muscle reading 1 sensor 3,muscle reading 1 sensor 4,muscle reading 1 sensor 5,muscle reading 1 sensor 6,muscle reading 1 sensor 7,muscle reading 1 sensor 8,muscle reading 2 sensor 1,muscle reading 2 sensor 2,muscle reading 2 sensor 3,muscle reading 2 sensor 4,muscle reading 2 sensor 5,muscle reading 2 sensor 6,muscle reading 2 sensor 7,muscle reading 2 sensor 8,muscle reading 3 sensor 1,muscle reading 3 sensor 2,muscle reading 3 sensor 3,muscle reading 3 sensor 4,muscle reading 3 sensor 5,muscle reading 3 sensor 6,muscle reading 3 sensor 7,muscle reading 3 sensor 8,muscle reading 4 sensor 1,muscle reading 4 sensor 2,muscle reading 4 sensor 3,muscle reading 4 sensor 4,muscle reading 4 sensor 5,muscle reading 4 sensor 6,muscle reading 4 sensor 7,muscle reading 4 sensor 8,muscle reading 5 sensor 1,muscle reading 5 sensor 2,muscle reading 5 sensor 3,muscle reading 5 sensor 4,muscle reading 5 sensor 5,muscle reading 5 sensor 6,muscle reading 5 sensor 7,muscle reading 5 sensor 8,muscle reading 6 sensor 1,muscle reading 6 sensor 2,muscle reading 6 sensor 3,muscle reading 6 sensor 4,muscle reading 6 sensor 5,muscle reading 6 sensor 6,muscle reading 6 sensor 7,muscle reading 6 sensor 8,muscle reading 7 sensor 1,muscle reading 7 sensor 2,muscle reading 7 sensor 3,muscle reading 7 sensor 4,muscle reading 7 sensor 5,muscle reading 7 sensor 6,muscle reading 7 sensor 7,muscle reading 7 sensor 8,muscle reading 8 sensor 1,muscle reading 8 sensor 2,muscle reading 8 sensor 3,muscle reading 8 sensor 4,muscle reading 8 sensor 5,muscle reading 8 sensor 6,muscle reading 8 sensor 7,muscle reading 8 sensor 8,gesture_class
2065,-6.0,0.0,0.0,-2.0,19.0,-5.0,-9.0,-12.0,3.0,0.0,-1.0,3.0,5.0,-22.0,9.0,2.0,1.0,4.0,2.0,6.0,-5.0,33.0,5.0,-9.0,0.0,-2.0,-2.0,-2.0,1.0,-11.0,-7.0,0.0,-5.0,-3.0,-2.0,3.0,25.0,7.0,3.0,-5.0,15.0,2.0,1.0,-4.0,10.0,3.0,-6.0,5.0,-9.0,-1.0,0.0,2.0,14.0,32.0,6.0,-4.0,22.0,0.0,-3.0,-3.0,-10.0,-29.0,-18.0,-7.0,3
2066,-2.0,0.0,-2.0,2.0,15.0,17.0,3.0,1.0,4.0,2.0,0.0,-3.0,3.0,-7.0,-4.0,7.0,9.0,1.0,0.0,-1.0,-2.0,11.0,7.0,10.0,-8.0,-5.0,-3.0,-1.0,-8.0,8.0,1.0,-9.0,-3.0,-2.0,-3.0,-3.0,-7.0,-21.0,-8.0,-13.0,-11.0,-3.0,-2.0,0.0,10.0,26.0,-2.0,-7.0,6.0,-3.0,-6.0,-5.0,-3.0,-38.0,-14.0,10.0,2.0,1.0,4.0,5.0,22.0,15.0,17.0,-1.0,3
2067,-2.0,-2.0,0.0,2.0,-8.0,41.0,-1.0,2.0,-3.0,-1.0,-2.0,-1.0,-4.0,-9.0,4.0,-8.0,-9.0,-2.0,-3.0,-6.0,12.0,-26.0,-11.0,-6.0,2.0,1.0,0.0,-1.0,-18.0,-38.0,1.0,3.0,5.0,0.0,-3.0,-4.0,-9.0,-15.0,-6.0,-4.0,-8.0,0.0,-2.0,-1.0,3.0,2.0,-4.0,-5.0,1.0,1.0,1.0,1.0,14.0,20.0,3.0,2.0,3.0,1.0,0.0,-5.0,-38.0,-10.0,2.0,4.0,3
2068,-4.0,-2.0,-3.0,-2.0,6.0,-47.0,-5.0,-13.0,-4.0,-3.0,0.0,2.0,17.0,27.0,3.0,0.0,1.0,5.0,4.0,2.0,21.0,42.0,10.0,15.0,-10.0,-1.0,-3.0,-3.0,-43.0,-74.0,-11.0,-12.0,-1.0,1.0,1.0,0.0,7.0,48.0,1.0,2.0,-4.0,-6.0,-6.0,-3.0,4.0,-14.0,-8.0,0.0,27.0,4.0,4.0,7.0,17.0,53.0,15.0,-4.0,-2.0,2.0,2.0,0.0,14.0,20.0,0.0,7.0,3
2069,-2.0,-1.0,0.0,-2.0,-8.0,-17.0,-3.0,4.0,6.0,0.0,1.0,2.0,16.0,6.0,-1.0,2.0,-7.0,-3.0,-1.0,-2.0,-22.0,-15.0,-3.0,0.0,-1.0,-3.0,-2.0,-4.0,2.0,-24.0,-2.0,-1.0,-2.0,1.0,-2.0,-3.0,-16.0,14.0,3.0,3.0,-5.0,-3.0,-6.0,-6.0,-1.0,-18.0,-11.0,-1.0,-14.0,-2.0,-1.0,4.0,9.0,12.0,3.0,5.0,31.0,0.0,1.0,2.0,9.0,53.0,3.0,-21.0,3
2070,-12.0,1.0,0.0,-2.0,11.0,22.0,9.0,21.0,-1.0,1.0,1.0,0.0,-19.0,-3.0,4.0,-2.0,-10.0,-5.0,-5.0,-9.0,-21.0,-42.0,-7.0,-4.0,-9.0,-4.0,-7.0,-3.0,14.0,11.0,-7.0,1.0,10.0,3.0,4.0,0.0,-22.0,-60.0,4.0,-1.0,0.0,4.0,4.0,5.0,19.0,66.0,10.0,-8.0,3.0,1.0,2.0,1.0,-35.0,-63.0,3.0,-1.0,-12.0,-5.0,-2.0,6.0,71.0,86.0,0.0,-5.0,3
2071,5.0,3.0,4.0,-4.0,-43.0,-25.0,-9.0,3.0,1.0,2.0,2.0,5.0,20.0,15.0,14.0,1.0,-2.0,-1.0,-2.0,-3.0,-14.0,7.0,0.0,-1.0,-8.0,-3.0,-3.0,-2.0,4.0,-34.0,-1.0,2.0,-21.0,-9.0,-7.0,-3.0,15.0,3.0,-5.0,-7.0,0.0,-4.0,-1.0,-1.0,-12.0,-30.0,-3.0,2.0,2.0,1.0,0.0,-4.0,1.0,-15.0,-6.0,-7.0,-3.0,1.0,-2.0,-1.0,-22.0,-29.0,-2.0,0.0,3
2072,-9.0,-5.0,-2.0,0.0,29.0,53.0,-5.0,-24.0,21.0,0.0,1.0,0.0,0.0,14.0,-2.0,15.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,6.0,-3.0,3.0,4.0,-1.0,-15.0,-42.0,2.0,7.0,5.0,-1.0,-2.0,-1.0,-23.0,-17.0,-6.0,-8.0,-10.0,-6.0,-6.0,-1.0,19.0,-11.0,-4.0,-6.0,2.0,-2.0,-5.0,-3.0,0.0,13.0,-1.0,3.0,1.0,6.0,5.0,0.0,4.0,13.0,0.0,4.0,3
2073,4.0,2.0,2.0,5.0,0.0,-16.0,-3.0,-1.0,-2.0,-3.0,-3.0,-6.0,-1.0,-11.0,-2.0,5.0,-4.0,-1.0,2.0,2.0,7.0,14.0,-2.0,-23.0,-4.0,-2.0,-2.0,-3.0,-21.0,-25.0,-6.0,-5.0,3.0,-4.0,-3.0,3.0,25.0,23.0,5.0,9.0,-2.0,4.0,1.0,-4.0,-21.0,-60.0,-6.0,3.0,0.0,-2.0,-2.0,-3.0,8.0,-15.0,-7.0,5.0,-4.0,1.0,0.0,9.0,19.0,28.0,4.0,-11.0,3
2074,10.0,2.0,1.0,-1.0,-13.0,-14.0,-4.0,-2.0,-2.0,-3.0,-4.0,0.0,-7.0,10.0,5.0,-4.0,-9.0,2.0,2.0,3.0,7.0,3.0,-1.0,0.0,-4.0,-2.0,0.0,-3.0,-8.0,-22.0,-2.0,2.0,0.0,1.0,1.0,3.0,-3.0,-14.0,-3.0,7.0,-1.0,-3.0,-3.0,-2.0,37.0,71.0,4.0,-5.0,4.0,2.0,2.0,1.0,-33.0,-11.0,2.0,10.0,-3.0,-3.0,-1.0,-5.0,4.0,-14.0,3.0,3.0,3
2075,-3.0,-3.0,-5.0,1.0,-9.0,-21.0,-5.0,0.0,-6.0,-1.0,2.0,1.0,23.0,61.0,2.0,-8.0,7.0,1.0,1.0,2.0,8.0,-11.0,-1.0,8.0,-6.0,2.0,-1.0,-5.0,-23.0,-40.0,-2.0,2.0,7.0,-1.0,-1.0,-4.0,5.0,0.0,1.0,-6.0,-5.0,-4.0,-3.0,4.0,4.0,-6.0,-5.0,-7.0,-4.0,-1.0,-1.0,-3.0,-15.0,-44.0,-11.0,3.0,2.0,-2.0,-3.0,-1.0,7.0,36.0,3.0,3.0,3
2076,-1.0,-2.0,-1.0,-6.0,-18.0,-58.0,-5.0,-3.0,1.0,1.0,6.0,5.0,21.0,68.0,4.0,1.0,1.0,1.0,5.0,6.0,7.0,7.0,12.0,24.0,-3.0,-6.0,-7.0,-7.0,-9.0,-5.0,-4.0,-15.0,-5.0,-5.0,-7.0,-11.0,10.0,11.0,-10.0,-4.0,-1.0,1.0,-1.0,-2.0,-22.0,-51.0,0.0,-4.0,-2.0,-2.0,-2.0,3.0,3.0,15.0,-2.0,-12.0,-5.0,-4.0,-5.0,-3.0,-13.0,-57.0,-13.0,-1.0,3
2077,1.0,5.0,8.0,9.0,9.0,48.0,14.0,9.0,-6.0,-5.0,-6.0,-9.0,11.0,-28.0,-20.0,-12.0,3.0,1.0,1.0,0.0,-23.0,-7.0,13.0,3.0,-11.0,3.0,4.0,4.0,-10.0,5.0,4.0,4.0,-1.0,-1.0,-3.0,0.0,4.0,37.0,9.0,1.0,-15.0,0.0,0.0,-3.0,-9.0,-61.0,-17.0,-7.0,-9.0,-3.0,-5.0,-7.0,26.0,23.0,-7.0,-32.0,2.0,-1.0,-3.0,-2.0,-10.0,-57.0,-17.0,-1.0,3
2078,0.0,0.0,-1.0,-9.0,-22.0,-58.0,-1.0,17.0,7.0,3.0,7.0,12.0,-14.0,63.0,19.0,12.0,-6.0,-5.0,-4.0,0.0,20.0,21.0,2.0,-4.0,2.0,2.0,0.0,-2.0,-1.0,25.0,5.0,-9.0,-4.0,1.0,-1.0,-2.0,2.0,-1.0,-6.0,-10.0,5.0,-3.0,-3.0,-3.0,-3.0,-28.0,-4.0,7.0,-3.0,-3.0,-3.0,-1.0,11.0,8.0,-8.0,-7.0,9.0,2.0,3.0,2.0,4.0,51.0,6.0,8.0,3
2079,-3.0,-3.0,0.0,4.0,31.0,24.0,-1.0,-1.0,8.0,2.0,-4.0,-6.0,-27.0,-56.0,1.0,-1.0,-8.0,-2.0,-2.0,-6.0,-5.0,1.0,-4.0,10.0,3.0,-2.0,-5.0,-5.0,22.0,-14.0,-5.0,5.0,0.0,-1.0,-1.0,-5.0,-61.0,-54.0,-6.0,-3.0,5.0,4.0,8.0,18.0,55.0,86.0,21.0,5.0,-13.0,-5.0,0.0,-4.0,-19.0,-39.0,-6.0,-11.0,0.0,2.0,1.0,-2.0,5.0,12.0,5.0,1.0,3
2080,-8.0,1.0,-1.0,4.0,-2.0,62.0,7.0,-15.0,6.0,3.0,0.0,2.0,9.0,16.0,-4.0,5.0,3.0,-1.0,-3.0,0.0,-8.0,-92.0,-10.0,-14.0,0.0,3.0,3.0,0.0,15.0,73.0,24.0,13.0,9.0,3.0,4.0,10.0,35.0,-27.0,4.0,19.0,2.0,-3.0,0.0,0.0,-3.0,-2.0,0.0,-5.0,3.0,1.0,2.0,1.0,-4.0,33.0,4.0,6.0,-6.0,-8.0,-7.0,-6.0,-21.0,-64.0,-20.0,-16.0,3
2081,1.0,1.0,-4.0,-11.0,-63.0,-87.0,-5.0,-4.0,-11.0,0.0,3.0,2.0,14.0,60.0,9.0,-4.0,4.0,-4.0,-5.0,-5.0,12.0,-6.0,-5.0,13.0,-10.0,0.0,1.0,3.0,4.0,-3.0,-1.0,-5.0,23.0,0.0,-1.0,0.0,0.0,23.0,-3.0,7.0,-1.0,-3.0,-1.0,-3.0,-17.0,-34.0,-5.0,3.0,1.0,5.0,4.0,5.0,7.0,56.0,12.0,2.0,-4.0,-3.0,-4.0,-7.0,-20.0,-40.0,-8.0,-1.0,3
2082,-5.0,-3.0,-4.0,0.0,16.0,25.0,-6.0,0.0,-3.0,2.0,3.0,-1.0,-1.0,-13.0,11.0,-4.0,3.0,1.0,1.0,2.0,19.0,71.0,0.0,-9.0,10.0,2.0,1.0,0.0,-13.0,-5.0,4.0,11.0,-12.0,0.0,-4.0,-2.0,21.0,27.0,-1.0,-2.0,5.0,-3.0,-3.0,0.0,-7.0,-7.0,-10.0,2.0,-8.0,-2.0,1.0,-2.0,-19.0,-14.0,-3.0,-9.0,-3.0,-1.0,2.0,1.0,6.0,-77.0,-7.0,6.0,3
2083,0.0,1.0,1.0,6.0,32.0,57.0,15.0,-4.0,1.0,-2.0,-3.0,-1.0,-2.0,-16.0,-4.0,-11.0,2.0,2.0,2.0,-1.0,-16.0,-9.0,9.0,26.0,2.0,0.0,-4.0,-8.0,-34.0,-47.0,-11.0,-2.0,-3.0,-5.0,-2.0,-10.0,-6.0,-58.0,-19.0,-5.0,1.0,1.0,0.0,2.0,14.0,69.0,11.0,6.0,-3.0,-2.0,-1.0,1.0,-13.0,-10.0,3.0,-8.0,-1.0,-1.0,-3.0,-4.0,18.0,21.0,-1.0,3.0,3
2084,-2.0,1.0,-1.0,-2.0,-14.0,11.0,3.0,0.0,-2.0,-1.0,0.0,0.0,1.0,2.0,-4.0,-4.0,-1.0,0.0,-3.0,-3.0,3.0,13.0,-2.0,-8.0,0.0,-2.0,-1.0,-1.0,6.0,-56.0,-7.0,3.0,0.0,-1.0,3.0,8.0,48.0,33.0,7.0,-3.0,0.0,-1.0,0.0,-3.0,-53.0,-46.0,3.0,8.0,10.0,4.0,1.0,2.0,25.0,9.0,-6.0,-1.0,-4.0,2.0,-1.0,-1.0,7.0,-11.0,-2.0,-3.0,3
2085,-5.0,-2.0,0.0,-3.0,-28.0,-2.0,-2.0,-13.0,2.0,-5.0,-3.0,-4.0,-2.0,-41.0,-6.0,2.0,10.0,2.0,-1.0,-2.0,11.0,-3.0,0.0,9.0,8.0,0.0,-2.0,-4.0,-8.0,7.0,-3.0,8.0,1.0,0.0,1.0,2.0,15.0,-35.0,-3.0,1.0,-7.0,-2.0,-4.0,-3.0,-10.0,-7.0,-6.0,-14.0,-2.0,2.0,5.0,11.0,-1.0,47.0,16.0,4.0,0.0,0.0,0.0,-2.0,-1.0,31.0,0.0,1.0,3
2086,-4.0,-3.0,-3.0,-5.0,9.0,5.0,-1.0,-6.0,1.0,-1.0,-3.0,-5.0,-3.0,-18.0,-6.0,6.0,-9.0,-3.0,-5.0,0.0,0.0,-41.0,-10.0,-8.0,1.0,0.0,0.0,7.0,30.0,67.0,9.0,-5.0,-7.0,-2.0,-2.0,-9.0,-66.0,-96.0,-13.0,4.0,3.0,2.0,0.0,0.0,16.0,0.0,2.0,1.0,-2.0,1.0,4.0,8.0,-1.0,33.0,9.0,-6.0,-2.0,1.0,2.0,-1.0,-3.0,39.0,7.0,-9.0,3
2087,0.0,-5.0,-2.0,-7.0,-28.0,-41.0,-6.0,14.0,-2.0,-4.0,-4.0,-3.0,9.0,-3.0,-13.0,-1.0,-8.0,-2.0,-2.0,-2.0,-3.0,-9.0,-5.0,-8.0,2.0,-1.0,3.0,4.0,-17.0,-15.0,8.0,2.0,-6.0,-1.0,-5.0,-4.0,53.0,58.0,-3.0,-17.0,-5.0,-5.0,-1.0,0.0,12.0,45.0,0.0,-17.0,25.0,0.0,0.0,-2.0,8.0,-3.0,0.0,20.0,-3.0,0.0,0.0,-1.0,-16.0,-15.0,1.0,-9.0,3
2088,-4.0,-3.0,-4.0,0.0,22.0,15.0,-8.0,3.0,-5.0,2.0,4.0,1.0,-34.0,-49.0,1.0,-1.0,0.0,0.0,2.0,-1.0,-2.0,67.0,14.0,-6.0,-8.0,-3.0,-3.0,-10.0,-10.0,-67.0,-18.0,-12.0,4.0,0.0,4.0,8.0,-11.0,64.0,8.0,2.0,4.0,7.0,3.0,2.0,-15.0,-21.0,10.0,13.0,-13.0,-8.0,-11.0,-9.0,12.0,-75.0,-16.0,-7.0,7.0,1.0,3.0,5.0,-21.0,2.0,3.0,11.0,3
2089,-1.0,1.0,0.0,3.0,2.0,28.0,5.0,-1.0,-6.0,-4.0,-6.0,-6.0,-5.0,-4.0,-9.0,-8.0,-4.0,-1.0,0.0,-2.0,-12.0,-14.0,2.0,-6.0,0.0,-2.0,-3.0,-2.0,22.0,13.0,-2.0,-12.0,7.0,-1.0,-3.0,0.0,5.0,-22.0,-7.0,10.0,3.0,0.0,4.0,5.0,-18.0,-15.0,4.0,9.0,5.0,2.0,0.0,2.0,38.0,13.0,3.0,6.0,6.0,1.0,2.0,2.0,16.0,18.0,-2.0,-22.0,3
2090,-13.0,-4.0,-3.0,-3.0,-20.0,-32.0,3.0,18.0,9.0,6.0,7.0,7.0,5.0,38.0,9.0,13.0,-12.0,-3.0,-2.0,-4.0,4.0,-6.0,-8.0,-8.0,-8.0,-1.0,0.0,-1.0,-3.0,10.0,2.0,4.0,9.0,-1.0,-3.0,-5.0,-4.0,-20.0,-5.0,1.0,-9.0,-4.0,-3.0,0.0,10.0,20.0,-2.0,-8.0,-3.0,4.0,9.0,8.0,5.0,50.0,24.0,2.0,-5.0,-5.0,-8.0,-10.0,38.0,-56.0,-21.0,-1.0,3
2091,-1.0,7.0,10.0,10.0,-28.0,77.0,25.0,2.0,3.0,-1.0,2.0,2.0,14.0,26.0,-3.0,3.0,-2.0,-3.0,-3.0,-4.0,-14.0,-16.0,-7.0,-3.0,-5.0,-3.0,-5.0,-3.0,-2.0,-1.0,-5.0,3.0,2.0,-3.0,-3.0,-2.0,24.0,-16.0,-5.0,-6.0,-4.0,2.0,-1.0,-3.0,-1.0,-14.0,1.0,0.0,4.0,2.0,-1.0,2.0,-21.0,-15.0,-2.0,-3.0,-6.0,-1.0,-2.0,-1.0,1.0,7.0,3.0,0.0,3
2092,2.0,1.0,0.0,-2.0,-8.0,28.0,6.0,-2.0,6.0,0.0,2.0,4.0,23.0,37.0,12.0,3.0,-6.0,-2.0,-3.0,-4.0,18.0,-17.0,-5.0,1.0,-5.0,-5.0,-3.0,-2.0,-6.0,-8.0,-14.0,-24.0,-4.0,5.0,9.0,6.0,-23.0,-11.0,10.0,18.0,22.0,2.0,-2.0,-1.0,37.0,-5.0,-8.0,-3.0,6.0,1.0,2.0,-2.0,-34.0,32.0,4.0,14.0,2.0,1.0,0.0,7.0,29.0,21.0,5.0,12.0,3
2093,-3.0,-3.0,-3.0,-6.0,-4.0,-30.0,-9.0,-12.0,-12.0,-3.0,0.0,0.0,0.0,2.0,2.0,-12.0,-6.0,-5.0,-5.0,-1.0,28.0,-27.0,-16.0,-12.0,0.0,3.0,4.0,1.0,-46.0,28.0,11.0,6.0,-10.0,-3.0,-7.0,-7.0,4.0,-28.0,-16.0,-14.0,3.0,4.0,3.0,8.0,22.0,36.0,13.0,12.0,-4.0,-5.0,-6.0,-8.0,-2.0,-26.0,-10.0,-8.0,0.0,-1.0,0.0,-1.0,1.0,-5.0,6.0,4.0,3
2094,9.0,5.0,8.0,7.0,-11.0,12.0,8.0,8.0,-5.0,-4.0,-8.0,-8.0,-11.0,-25.0,-3.0,-4.0,1.0,-2.0,-1.0,1.0,6.0,8.0,-1.0,8.0,3.0,-1.0,-4.0,-5.0,-18.0,-29.0,-9.0,-11.0,1.0,-2.0,-5.0,-5.0,21.0,-48.0,-9.0,-14.0,1.0,3.0,4.0,6.0,-15.0,38.0,7.0,3.0,-10.0,-1.0,0.0,-3.0,-26.0,-36.0,-6.0,-6.0,-19.0,-4.0,-4.0,-6.0,27.0,17.0,-3.0,-21.0,3
2095,21.0,3.0,-2.0,-6.0,-20.0,10.0,5.0,52.0,-5.0,-3.0,-3.0,-9.0,-10.0,-48.0,-17.0,-3.0,-3.0,2.0,-1.0,0.0,-15.0,1.0,9.0,5.0,1.0,3.0,4.0,4.0,-8.0,18.0,-3.0,-2.0,-6.0,-5.0,-5.0,1.0,27.0,18.0,-2.0,-23.0,-5.0,-5.0,-8.0,-8.0,-11.0,-46.0,-5.0,0.0,-2.0,3.0,3.0,6.0,25.0,54.0,10.0,0.0,-1.0,-1.0,2.0,-1.0,-9.0,-13.0,-1.0,7.0,3
2096,-2.0,-1.0,1.0,3.0,7.0,-7.0,2.0,-5.0,1.0,-2.0,-3.0,-1.0,-24.0,-18.0,0.0,2.0,-1.0,-7.0,-8.0,-5.0,14.0,-6.0,-8.0,-12.0,3.0,2.0,3.0,6.0,11.0,58.0,11.0,14.0,2.0,0.0,3.0,0.0,-49.0,-69.0,-9.0,-2.0,-3.0,-1.0,-1.0,0.0,40.0,7.0,4.0,-2.0,3.0,-3.0,-1.0,-7.0,-44.0,-41.0,-9.0,-9.0,1.0,4.0,0.0,-1.0,3.0,6.0,5.0,16.0,3
2097,-7.0,-3.0,-3.0,0.0,17.0,13.0,3.0,-17.0,-6.0,0.0,-3.0,-3.0,3.0,-21.0,-9.0,-4.0,-5.0,-2.0,-3.0,-4.0,2.0,-38.0,-12.0,-3.0,6.0,0.0,5.0,10.0,7.0,59.0,10.0,12.0,-6.0,-2.0,0.0,3.0,33.0,35.0,0.0,-6.0,1.0,1.0,0.0,-3.0,-36.0,-7.0,4.0,-9.0,3.0,1.0,0.0,-1.0,15.0,14.0,2.0,8.0,1.0,-5.0,-5.0,-8.0,-16.0,-44.0,-10.0,-7.0,3
2098,-6.0,-3.0,-2.0,-5.0,3.0,-18.0,-2.0,-3.0,0.0,-1.0,0.0,5.0,28.0,82.0,4.0,4.0,-2.0,-1.0,0.0,-3.0,-9.0,-20.0,-12.0,-3.0,1.0,0.0,-2.0,-5.0,-8.0,-27.0,4.0,3.0,3.0,2.0,4.0,13.0,39.0,57.0,12.0,6.0,-3.0,-1.0,-1.0,-2.0,-2.0,38.0,-1.0,1.0,-3.0,0.0,1.0,2.0,12.0,43.0,7.0,-6.0,-8.0,-2.0,-4.0,-3.0,-6.0,-15.0,-5.0,0.0,3
2099,9.0,1.0,0.0,-5.0,-1.0,-1.0,1.0,-5.0,0.0,-1.0,-2.0,0.0,-4.0,-26.0,-6.0,-4.0,-2.0,0.0,1.0,3.0,12.0,-9.0,-5.0,-1.0,-5.0,-5.0,-10.0,-8.0,32.0,15.0,-9.0,2.0,-6.0,2.0,4.0,6.0,-7.0,-71.0,-3.0,-5.0,17.0,7.0,9.0,10.0,7.0,68.0,19.0,-4.0,-3.0,-3.0,-3.0,-1.0,-16.0,-12.0,3.0,3.0,-3.0,-5.0,-6.0,-10.0,-9.0,-82.0,-14.0,-1.0,3
2100,-7.0,-2.0,-1.0,-6.0,-12.0,8.0,1.0,-2.0,9.0,-3.0,-1.0,-4.0,27.0,8.0,-7.0,2.0,0.0,2.0,3.0,2.0,-34.0,-38.0,0.0,-21.0,1.0,0.0,-1.0,-5.0,-26.0,-68.0,-2.0,4.0,-1.0,-2.0,-6.0,0.0,30.0,104.0,-8.0,1.0,-4.0,3.0,4.0,8.0,-12.0,15.0,21.0,6.0,-5.0,1.0,0.0,0.0,3.0,18.0,2.0,11.0,-16.0,-2.0,2.0,6.0,-1.0,-4.0,-5.0,-12.0,3
2101,1.0,-3.0,-5.0,-7.0,-12.0,-29.0,-4.0,-3.0,-11.0,-7.0,-8.0,-11.0,-1.0,-52.0,-18.0,-6.0,5.0,-1.0,1.0,2.0,7.0,30.0,3.0,1.0,4.0,5.0,7.0,9.0,12.0,35.0,13.0,3.0,0.0,0.0,-2.0,-2.0,-4.0,-6.0,0.0,0.0,-2.0,-2.0,-3.0,-2.0,-5.0,-26.0,-8.0,2.0,-4.0,-1.0,1.0,1.0,10.0,7.0,3.0,2.0,5.0,0.0,-1.0,1.0,-2.0,6.0,3.0,2.0,3
2102,-2.0,-10.0,-13.0,-16.0,-6.0,-61.0,-25.0,-13.0,-10.0,5.0,9.0,6.0,-3.0,51.0,16.0,15.0,20.0,9.0,7.0,7.0,4.0,23.0,19.0,26.0,3.0,4.0,1.0,3.0,28.0,37.0,3.0,0.0,0.0,-1.0,1.0,-2.0,-24.0,-41.0,1.0,-1.0,-5.0,-8.0,-12.0,-12.0,-17.0,-34.0,-13.0,-5.0,-2.0,-1.0,0.0,1.0,2.0,-11.0,-8.0,-6.0,5.0,1.0,1.0,0.0,9.0,23.0,-5.0,-2.0,3
2103,-6.0,-3.0,-2.0,-2.0,7.0,0.0,3.0,-2.0,-10.0,-1.0,-1.0,1.0,6.0,-10.0,-5.0,-10.0,-3.0,-1.0,-1.0,0.0,-1.0,16.0,-1.0,3.0,5.0,-3.0,-1.0,-1.0,-11.0,-2.0,3.0,-3.0,-1.0,0.0,2.0,6.0,-5.0,9.0,0.0,2.0,4.0,-1.0,0.0,0.0,2.0,-13.0,-4.0,0.0,-19.0,-10.0,-17.0,-20.0,-10.0,-108.0,-30.0,-20.0,17.0,2.0,7.0,14.0,13.0,94.0,22.0,12.0,3
2104,-5.0,4.0,4.0,6.0,5.0,33.0,12.0,14.0,4.0,4.0,4.0,1.0,-1.0,-26.0,6.0,7.0,-5.0,-3.0,0.0,-2.0,-9.0,21.0,0.0,3.0,-8.0,-6.0,-7.0,-11.0,-9.0,-51.0,-13.0,-13.0,1.0,-1.0,-1.0,2.0,8.0,19.0,-2.0,-5.0,2.0,-2.0,-1.0,-4.0,6.0,-5.0,-6.0,-7.0,-1.0,-1.0,2.0,4.0,25.0,14.0,-1.0,-4.0,-4.0,-2.0,-4.0,-11.0,-39.0,-7.0,-2.0,4.0,3
2105,-1.0,-3.0,-3.0,-2.0,15.0,37.0,-6.0,-6.0,-1.0,0.0,1.0,5.0,10.0,-34.0,-5.0,2.0,-3.0,8.0,8.0,9.0,-48.0,7.0,17.0,7.0,1.0,1.0,1.0,-1.0,0.0,3.0,1.0,-1.0,-6.0,-5.0,-5.0,-7.0,2.0,-21.0,-11.0,-3.0,-1.0,-4.0,-6.0,-9.0,7.0,-10.0,-5.0,-1.0,-6.0,-6.0,-3.0,0.0,27.0,12.0,-3.0,-11.0,-5.0,5.0,3.0,-1.0,-22.0,-23.0,-2.0,4.0,3
2106,6.0,1.0,3.0,3.0,-4.0,-14.0,6.0,0.0,-3.0,-2.0,-1.0,4.0,4.0,-7.0,-5.0,-2.0,6.0,1.0,-3.0,-1.0,-18.0,19.0,4.0,3.0,-5.0,-1.0,-2.0,0.0,10.0,-14.0,2.0,0.0,4.0,0.0,-3.0,-4.0,-17.0,-48.0,-2.0,-5.0,1.0,0.0,3.0,2.0,18.0,127.0,8.0,0.0,-1.0,-1.0,-3.0,-1.0,11.0,-27.0,-3.0,-2.0,-2.0,-4.0,-5.0,-3.0,-12.0,-69.0,-15.0,-6.0,3
2107,7.0,4.0,5.0,6.0,19.0,83.0,20.0,8.0,-2.0,-2.0,-4.0,-2.0,-10.0,-77.0,-18.0,-5.0,4.0,0.0,0.0,-3.0,18.0,38.0,14.0,6.0,4.0,-2.0,-1.0,-1.0,-12.0,-10.0,-8.0,1.0,-4.0,-2.0,-2.0,-1.0,30.0,24.0,0.0,-3.0,-4.0,1.0,1.0,-5.0,-97.0,-68.0,0.0,2.0,-4.0,-3.0,-3.0,-1.0,9.0,-4.0,-5.0,-8.0,27.0,0.0,-1.0,-1.0,11.0,7.0,0.0,7.0,3
2108,0.0,-1.0,-1.0,-6.0,-24.0,-39.0,-9.0,-2.0,-4.0,5.0,6.0,11.0,5.0,44.0,9.0,-1.0,6.0,2.0,1.0,2.0,-7.0,-14.0,14.0,10.0,1.0,-4.0,-5.0,-4.0,35.0,36.0,1.0,-8.0,-4.0,6.0,7.0,4.0,-14.0,-4.0,7.0,-2.0,-19.0,-4.0,-3.0,-2.0,33.0,-56.0,-15.0,7.0,1.0,1.0,0.0,-7.0,-80.0,-35.0,-5.0,3.0,3.0,2.0,2.0,7.0,20.0,38.0,15.0,7.0,3
