Batch_ID,Avg_Pour_Temp,Cooling_Rate_Zone3,Gas_Pretreatment_Level,Alloy_Composition,Mould_Sand_Humidity,Casting_Thickness,Defect_Type
CAST_B3059,728.85,1.02,3.0,Al-Zn10,3.34,,No Defect
CAST_B3060,,1.01,4.0,Al-Zn10,3.39,25.6,No Defect
CAST_B3061,728.06,1.18,1.0,Al-Zn10,4.35,21.1,Gas Porosity
CAST_B3062,741.43,1.53,5.0,Al-Cu4,4.35,30.3,Shrinkage Porosity
CAST_B3063,737.72,1.76,5.0,Al-Si7Mg,4.35,33.9,Shrinkage Porosity
CAST_B3064,729.93,1.09,3.0,Al-Zn10,4.22,21.0,No Defect
CAST_B3065,725.06,1.16,2.0,Al-Zn10,5.54,,Gas Porosity
CAST_B3066,730.2,1.06,5.0,Al-Zn10,3.26,17.0,No Defect
,729.94,1.04,4.0,Al-Zn10,3.9,18.6,No Defect
CAST_B3068,726.08,0.96,1.0,Al-Si7Mg,7.18,28.4,Gas Porosity
CAST_B3069,730.48,0.95,3.0,Al-Si7Mg,3.34,19.9,No Defect
CAST_B3070,,0.96,5.0,Al-Cu4,3.41,26.0,No Defect
CAST_B3071,730.67,1.11,4.0,Al-Si7Mg,3.06,16.8,No Defect
,730.67,1.06,4.0,Al-Zn10,3.62,33.0,No Defect
CAST_B3073,729.12,0.93,2.0,Al-Zn10,6.98,13.4,Gas Porosity
CAST_B3074,732.98,1.37,1.0,Al-Zn10,7.58,24.1,Gas Porosity
,718.51,1.3,2.0,Al-Cu4,6.19,12.2,Gas Porosity
CAST_B3076,730.41,0.91,3.0,Al-Zn10,3.61,21.3,No Defect
CAST_B3077,728.95,1.0,5.0,Al-Cu4,3.45,28.9,No Defect
CAST_B3078,729.77,1.04,5.0,Al-Si7Mg,3.57,13.2,No Defect
,,1.03,4.0,Al-Si7Mg,3.89,15.9,No Defect
CAST_B3080,727.5,1.04,3.0,Al-Cu4,4.1,19.8,No Defect
CAST_B3081,729.35,1.0,3.0,Al-Si7Mg,3.82,29.5,No Defect
CAST_B3082,728.96,0.95,3.0,Al-Cu4,3.83,24.2,No Defect
CAST_B3083,730.73,1.06,5.0,Al-Zn10,3.47,15.8,No Defect
CAST_B3084,731.71,1.04,4.0,Al-Zn10,2.57,,No Defect
CAST_B3085,728.96,1.05,4.0,Al-Zn10,3.67,31.7,No Defect
CAST_B3086,729.36,0.91,5.0,Al-Cu4,3.14,26.4,No Defect
CAST_B3087,729.18,0.87,2.0,Al-Si7Mg,6.3,20.0,Gas Porosity
CAST_B3088,743.17,2.95,2.0,Al-Zn10,4.57,18.0,Hot Tear
,729.03,0.94,3.0,Al-Cu4,3.26,18.1,No Defect
CAST_B3090,730.16,0.98,5.0,Al-Si7Mg,3.82,18.9,No Defect
CAST_B3091,730.62,0.97,3.0,Al-Cu4,3.57,16.2,No Defect
CAST_B3092,739.06,1.74,4.0,Al-Zn10,3.57,30.8,Shrinkage Porosity
CAST_B3093,729.99,1.04,5.0,Al-Cu4,3.59,24.0,No Defect
CAST_B3094,731.67,1.0,4.0,Al-Si7Mg,3.74,13.2,No Defect
CAST_B3095,730.24,0.93,3.0,Al-Si7Mg,3.75,15.6,No Defect
CAST_B3096,729.68,1.1,4.0,Al-Si7Mg,2.96,,No Defect
CAST_B3097,723.76,1.25,1.0,Al-Cu4,4.99,,Gas Porosity
CAST_B3098,740.82,1.79,3.0,Al-Zn10,4.99,27.9,Shrinkage Porosity
CAST_B3099,730.16,1.01,3.0,Al-Si7Mg,3.44,23.9,No Defect
CAST_B3100,728.54,1.02,4.0,Al-Cu4,3.75,,No Defect
CAST_B3101,729.8,1.04,3.0,Al-Si7Mg,3.71,,No Defect
CAST_B3102,729.28,1.02,4.0,Al-Si7Mg,2.83,,No Defect
CAST_B3103,731.45,1.03,5.0,Al-Si7Mg,3.98,17.1,No Defect
CAST_B3104,729.34,0.97,5.0,Al-Si7Mg,4.16,13.9,No Defect
CAST_B3105,732.37,0.99,3.0,Al-Zn10,3.32,15.8,No Defect
CAST_B3106,728.41,1.01,3.0,Al-Cu4,3.65,22.4,No Defect
CAST_B3107,741.41,1.75,4.0,Al-Zn10,3.65,25.5,Shrinkage Porosity
,731.62,1.0,3.0,Al-Cu4,3.68,23.9,No Defect
CAST_B3109,730.76,0.91,4.0,Al-Si7Mg,3.31,23.1,No Defect
CAST_B3110,742.34,1.78,2.0,Al-Si7Mg,3.31,24.8,Shrinkage Porosity
CAST_B3111,745.33,1.91,3.0,Al-Si7Mg,3.31,25.2,Shrinkage Porosity
CAST_B3112,730.54,1.06,5.0,Al-Cu4,3.21,10.8,No Defect
CAST_B3113,729.5,0.98,4.0,Al-Cu4,3.3,28.8,No Defect
CAST_B3114,736.76,2.09,2.0,Al-Zn10,3.3,29.5,Shrinkage Porosity
CAST_B3115,729.84,1.03,4.0,Al-Si7Mg,3.63,14.0,No Defect
CAST_B3116,729.03,1.05,3.0,Al-Zn10,3.13,25.3,No Defect
CAST_B3117,737.1,1.84,5.0,Al-Si7Mg,3.13,28.5,Shrinkage Porosity
CAST_B3118,729.96,0.92,3.0,Al-Si7Mg,2.57,,No Defect
CAST_B3119,730.6,1.06,4.0,Al-Cu4,3.32,20.7,No Defect
CAST_B3120,730.0,0.98,3.0,Al-Si7Mg,3.28,19.5,No Defect
CAST_B3121,730.19,1.09,3.0,Al-Si7Mg,3.92,16.1,No Defect
CAST_B3122,729.61,0.95,3.0,Al-Cu4,3.81,14.2,No Defect
CAST_B3123,728.54,0.96,4.0,Al-Si7Mg,3.66,26.0,No Defect
CAST_B3124,730.13,1.05,5.0,Al-Zn10,3.83,20.9,No Defect
CAST_B3125,739.72,1.39,4.0,Al-Cu4,3.83,33.7,Shrinkage Porosity
CAST_B3126,,0.92,3.0,Al-Si7Mg,3.94,,No Defect
CAST_B3127,731.6,0.94,5.0,Al-Si7Mg,2.64,23.3,No Defect
CAST_B3128,728.57,1.02,2.0,Al-Cu4,6.57,16.4,Gas Porosity
CAST_B3129,730.81,1.04,4.0,Al-Si7Mg,3.94,13.6,No Defect
CAST_B3130,741.55,1.51,5.0,Al-Zn10,4.56,10.4,Hot Tear
CAST_B3131,729.92,1.04,5.0,Al-Zn10,3.77,20.0,No Defect
CAST_B3132,729.12,1.05,3.0,Al-Si7Mg,3.29,17.8,No Defect
CAST_B3133,,1.11,4.0,Al-Cu4,4.03,17.8,No Defect
CAST_B3134,728.52,0.92,5.0,Al-Cu4,2.95,25.7,No Defect
CAST_B3135,729.07,1.07,5.0,Al-Zn10,3.86,21.4,No Defect
CAST_B3136,732.62,1.0,5.0,Al-Si7Mg,3.44,14.1,No Defect
CAST_B3137,729.12,0.97,5.0,Al-Si7Mg,4.24,25.0,No Defect
,739.59,1.91,4.0,Al-Cu4,4.24,23.1,Shrinkage Porosity
CAST_B3139,730.6,1.0,,Al-Zn10,2.85,22.3,No Defect
CAST_B3140,731.2,1.0,4.0,Al-Cu4,4.33,19.3,No Defect
CAST_B3141,730.64,1.11,5.0,Al-Cu4,3.92,24.9,No Defect
CAST_B3142,727.43,0.93,4.0,Al-Zn10,3.38,20.8,No Defect
CAST_B3143,,0.96,4.0,Al-Si7Mg,3.23,15.6,No Defect
,731.54,0.92,5.0,Al-Cu4,2.84,,No Defect
CAST_B3145,728.45,0.97,4.0,Al-Zn10,3.39,24.2,No Defect
CAST_B3146,729.86,0.99,4.0,Al-Zn10,3.91,,No Defect
CAST_B3147,729.08,0.91,5.0,Al-Si7Mg,3.22,21.2,No Defect
CAST_B3148,727.03,0.67,2.0,Al-Si7Mg,4.88,14.5,Gas Porosity
CAST_B3149,,0.95,4.0,Al-Si7Mg,3.74,20.7,No Defect
CAST_B3150,729.23,0.97,4.0,Al-Cu4,3.9,,No Defect
CAST_B3151,730.13,1.04,4.0,Al-Zn10,3.25,22.1,No Defect
CAST_B3152,729.23,0.92,4.0,Al-Cu4,2.45,,No Defect
CAST_B3153,729.7,1.02,3.0,Al-Si7Mg,3.36,14.8,No Defect
CAST_B3154,729.58,0.99,3.0,Al-Cu4,3.66,13.4,No Defect
CAST_B3155,729.44,0.98,3.0,Al-Si7Mg,2.02,14.6,No Defect
CAST_B3156,732.74,1.01,2.0,Al-Zn10,8.36,22.3,Gas Porosity
CAST_B3157,722.88,0.75,2.0,Al-Cu4,8.64,19.4,Gas Porosity
CAST_B3158,731.31,0.95,5.0,Al-Si7Mg,3.47,15.4,No Defect
CAST_B3159,730.71,0.96,4.0,Al-Zn10,3.14,,No Defect
CAST_B3160,728.8,0.95,3.0,Al-Zn10,3.95,18.5,No Defect
CAST_B3161,728.55,0.94,5.0,Al-Si7Mg,3.85,16.0,No Defect
CAST_B3162,730.48,1.01,4.0,Al-Cu4,4.1,9.4,No Defect
CAST_B3163,730.98,1.0,4.0,Al-Si7Mg,2.79,29.4,No Defect
,728.43,1.04,3.0,Al-Zn10,3.81,14.5,No Defect
CAST_B3165,729.08,1.1,4.0,Al-Zn10,3.17,,No Defect
CAST_B3166,744.39,1.72,3.0,Al-Cu4,3.17,27.4,Shrinkage Porosity
CAST_B3167,730.41,0.97,5.0,Al-Cu4,2.97,20.1,No Defect
CAST_B3168,728.89,1.0,4.0,Al-Cu4,3.67,,No Defect
CAST_B3169,731.38,1.14,1.0,Al-Zn10,6.68,19.9,Gas Porosity
CAST_B3170,740.16,1.8,5.0,Al-Cu4,6.68,28.4,Shrinkage Porosity
CAST_B3171,742.55,1.67,1.0,Al-Si7Mg,6.68,29.9,Shrinkage Porosity
CAST_B3172,722.0,0.94,2.0,Al-Zn10,8.59,19.1,Gas Porosity
CAST_B3173,727.09,0.91,1.0,Al-Si7Mg,7.29,,Gas Porosity
CAST_B3174,730.31,1.03,,Al-Cu4,3.31,15.9,No Defect
,729.61,0.92,5.0,Al-Zn10,3.14,25.1,No Defect
,,0.99,4.0,Al-Si7Mg,3.17,19.0,No Defect
CAST_B3177,743.99,1.68,1.0,Al-Cu4,3.17,26.2,Shrinkage Porosity
CAST_B3178,727.56,0.99,4.0,Al-Zn10,3.59,32.8,No Defect
CAST_B3179,731.15,0.96,4.0,Al-Zn10,3.5,25.7,No Defect
CAST_B3180,728.89,1.08,5.0,Al-Zn10,3.4,19.1,No Defect
CAST_B3181,729.87,1.0,5.0,Al-Cu4,3.83,34.2,No Defect
CAST_B3182,728.5,1.04,5.0,Al-Cu4,3.15,18.2,No Defect
CAST_B3183,730.63,1.13,3.0,Al-Cu4,3.45,15.8,No Defect
CAST_B3184,732.67,0.97,3.0,Al-Si7Mg,3.64,25.7,No Defect
CAST_B3185,729.82,0.97,5.0,Al-Zn10,2.98,8.5,No Defect
CAST_B3186,729.81,0.98,3.0,Al-Cu4,4.1,21.4,No Defect
,742.13,1.79,1.0,Al-Si7Mg,4.1,29.2,Shrinkage Porosity
CAST_B3188,,0.95,5.0,Al-Si7Mg,3.9,30.3,No Defect
CAST_B3189,731.4,1.03,5.0,Al-Zn10,3.75,21.2,No Defect
,730.31,1.05,4.0,Al-Si7Mg,3.02,18.0,No Defect
CAST_B3191,736.74,1.98,5.0,Al-Si7Mg,5.14,15.5,Hot Tear
CAST_B3192,728.92,1.02,4.0,Al-Cu4,4.22,21.4,No Defect
CAST_B3193,729.63,0.99,4.0,Al-Zn10,3.29,27.1,No Defect
,730.7,0.97,4.0,Al-Si7Mg,4.54,22.3,No Defect
CAST_B3195,730.78,1.0,4.0,Al-Zn10,3.51,20.0,No Defect
CAST_B3196,731.41,0.94,3.0,Al-Zn10,2.24,18.0,No Defect
CAST_B3197,731.09,0.99,3.0,Al-Zn10,2.83,19.5,No Defect
,730.61,0.98,3.0,Al-Zn10,3.72,24.5,No Defect
CAST_B3199,730.24,0.89,5.0,Al-Cu4,2.98,22.1,No Defect
CAST_B3200,,1.05,3.0,Al-Si7Mg,3.73,11.5,No Defect
CAST_B3201,730.94,1.06,3.0,Al-Si7Mg,3.19,16.9,No Defect
CAST_B3202,716.55,1.53,2.0,Al-Zn10,6.77,22.2,Gas Porosity
CAST_B3203,,0.98,4.0,Al-Cu4,3.63,11.9,No Defect
CAST_B3204,,1.93,4.0,Al-Cu4,1.39,17.6,Hot Tear
CAST_B3205,721.35,0.83,1.0,Al-Si7Mg,6.58,32.1,Gas Porosity
,728.85,0.98,4.0,Al-Si7Mg,4.91,20.4,No Defect
CAST_B3207,,1.59,4.0,Al-Cu4,4.91,28.0,Shrinkage Porosity
CAST_B3208,730.1,0.98,4.0,Al-Cu4,3.34,13.4,No Defect
CAST_B3209,729.86,1.05,4.0,Al-Si7Mg,3.95,20.3,No Defect
CAST_B3210,730.19,1.04,3.0,Al-Cu4,3.34,14.0,No Defect
CAST_B3211,746.47,2.43,4.0,Al-Cu4,5.92,13.7,Hot Tear
CAST_B3212,730.28,1.01,5.0,Al-Zn10,4.07,30.9,No Defect
,731.48,1.01,3.0,Al-Si7Mg,3.11,,No Defect
CAST_B3214,729.83,1.03,4.0,Al-Cu4,4.28,13.0,No Defect
CAST_B3215,729.69,1.01,3.0,Al-Cu4,4.07,,No Defect
CAST_B3216,744.19,2.36,4.0,Al-Si7Mg,4.07,25.4,Shrinkage Porosity
CAST_B3217,729.8,1.06,4.0,Al-Cu4,3.44,17.9,No Defect
CAST_B3218,729.47,1.0,3.0,Al-Si7Mg,3.64,22.0,No Defect
CAST_B3219,737.45,1.45,3.0,Al-Zn10,3.64,28.1,Shrinkage Porosity
CAST_B3220,731.18,1.01,4.0,Al-Zn10,3.18,14.8,No Defect
CAST_B3221,741.87,1.78,1.0,Al-Zn10,3.18,27.6,Shrinkage Porosity
CAST_B3222,729.78,1.03,3.0,Al-Cu4,3.51,7.5,No Defect
CAST_B3223,740.64,1.64,,Al-Cu4,3.51,23.2,Shrinkage Porosity
CAST_B3224,729.96,1.03,3.0,Al-Cu4,3.81,5.4,No Defect
CAST_B3225,728.44,0.98,5.0,Al-Cu4,3.13,19.9,No Defect
CAST_B3226,730.42,0.99,3.0,Al-Si7Mg,3.05,19.1,No Defect
CAST_B3227,729.85,1.02,5.0,Al-Si7Mg,3.13,28.1,No Defect
CAST_B3228,730.34,1.01,5.0,Al-Zn10,3.64,16.7,No Defect
CAST_B3229,730.87,1.04,4.0,Al-Cu4,3.52,16.3,No Defect
,730.52,0.9,1.0,Al-Zn10,4.55,22.0,Gas Porosity
CAST_B3231,,1.01,3.0,Al-Si7Mg,3.66,20.9,No Defect
CAST_B3232,731.19,1.0,5.0,Al-Zn10,4.22,18.3,No Defect
CAST_B3233,,1.09,4.0,Al-Cu4,3.37,23.8,No Defect
CAST_B3234,720.46,0.98,1.0,Al-Si7Mg,6.24,14.4,Gas Porosity
CAST_B3235,731.27,1.01,4.0,Al-Zn10,3.63,22.3,No Defect
CAST_B3236,731.42,1.03,3.0,Al-Cu4,2.63,25.9,No Defect
CAST_B3237,729.37,1.15,5.0,Al-Cu4,3.43,16.1,No Defect
CAST_B3238,753.93,2.93,3.0,Al-Cu4,3.01,11.4,Hot Tear
CAST_B3239,742.7,2.0,2.0,Al-Zn10,3.01,25.8,Shrinkage Porosity
CAST_B3240,,1.02,5.0,Al-Si7Mg,4.09,15.7,No Defect
CAST_B3241,724.34,1.03,1.0,Al-Zn10,5.82,21.0,Gas Porosity
CAST_B3242,729.86,0.97,5.0,Al-Zn10,3.63,23.6,No Defect
CAST_B3243,733.12,,1.0,Al-Si7Mg,8.46,27.5,Gas Porosity
,729.78,1.03,3.0,Al-Si7Mg,3.91,21.4,No Defect
CAST_B3245,745.08,2.2,2.0,Al-Cu4,3.91,32.8,Shrinkage Porosity
CAST_B3246,729.5,0.99,3.0,Al-Si7Mg,3.27,13.4,No Defect
CAST_B3247,745.54,1.69,4.0,Al-Si7Mg,3.18,17.1,Hot Tear
CAST_B3248,729.01,1.02,3.0,Al-Si7Mg,3.82,20.8,No Defect
CAST_B3249,728.56,0.99,3.0,Al-Zn10,3.54,13.4,No Defect
CAST_B3250,744.55,1.14,4.0,Al-Zn10,3.54,30.9,Shrinkage Porosity
CAST_B3251,730.72,0.96,5.0,Al-Si7Mg,4.28,17.2,No Defect
CAST_B3252,741.62,1.83,4.0,Al-Zn10,4.28,29.4,Shrinkage Porosity
CAST_B3253,729.14,0.98,5.0,Al-Si7Mg,3.26,17.4,No Defect
CAST_B3254,740.28,1.81,2.0,Al-Zn10,3.26,24.6,Shrinkage Porosity
CAST_B3255,732.79,1.17,2.0,Al-Zn10,4.26,16.8,Gas Porosity
CAST_B3256,752.02,3.24,1.0,Al-Cu4,3.14,14.1,Hot Tear
CAST_B3257,740.91,2.92,1.0,Al-Si7Mg,3.14,23.0,Shrinkage Porosity
CAST_B3258,729.95,0.88,3.0,Al-Zn10,3.64,19.3,No Defect
CAST_B3259,730.53,0.95,3.0,Al-Zn10,3.17,18.8,No Defect
CAST_B3260,731.77,0.9,4.0,Al-Cu4,3.51,23.0,No Defect
CAST_B3261,742.26,2.02,1.0,Al-Si7Mg,3.51,,Shrinkage Porosity
CAST_B3262,729.77,0.9,3.0,Al-Si7Mg,3.67,21.9,No Defect
CAST_B3263,737.09,1.84,4.0,Al-Cu4,3.67,30.4,Shrinkage Porosity
CAST_B3264,730.09,0.99,4.0,Al-Si7Mg,3.33,26.0,No Defect
,728.91,1.07,3.0,Al-Zn10,2.95,17.1,No Defect
CAST_B3266,730.73,1.03,5.0,Al-Cu4,2.8,18.1,No Defect
CAST_B3267,729.33,0.97,5.0,Al-Si7Mg,4.38,12.2,No Defect
CAST_B3268,729.18,0.96,5.0,Al-Zn10,3.41,19.7,No Defect
CAST_B3269,743.39,2.38,4.0,Al-Cu4,3.41,26.5,Shrinkage Porosity
CAST_B3270,730.84,0.89,4.0,Al-Zn10,3.27,24.4,No Defect
CAST_B3271,736.14,1.3,3.0,Al-Cu4,3.27,32.0,Shrinkage Porosity
CAST_B3272,730.49,0.98,5.0,Al-Si7Mg,4.31,,No Defect
CAST_B3273,730.23,1.03,5.0,Al-Cu4,3.89,17.1,No Defect
CAST_B3274,730.76,0.98,4.0,Al-Si7Mg,3.36,,No Defect
CAST_B3275,,,3.0,Al-Zn10,3.4,21.0,No Defect
CAST_B3276,737.19,2.15,2.0,Al-Si7Mg,3.4,36.0,Shrinkage Porosity
CAST_B3277,716.3,1.31,1.0,Al-Cu4,5.22,27.7,Gas Porosity
CAST_B3278,728.53,1.04,4.0,Al-Zn10,3.26,20.8,No Defect
CAST_B3279,730.73,0.99,5.0,Al-Si7Mg,2.41,16.8,No Defect
CAST_B3280,729.61,1.01,4.0,Al-Cu4,2.97,21.4,No Defect
CAST_B3281,734.09,1.91,2.0,Al-Zn10,2.97,31.0,Shrinkage Porosity
CAST_B3282,729.14,0.95,3.0,Al-Zn10,3.87,15.8,No Defect
CAST_B3283,733.52,1.03,4.0,Al-Zn10,3.51,17.4,No Defect
CAST_B3284,,1.87,3.0,Al-Cu4,3.63,,Hot Tear
CAST_B3285,728.87,1.04,3.0,Al-Zn10,3.26,22.6,No Defect
,725.4,1.16,2.0,Al-Si7Mg,4.16,,Gas Porosity
CAST_B3287,729.6,1.03,4.0,Al-Si7Mg,3.53,15.3,No Defect
CAST_B3288,730.93,1.06,5.0,Al-Zn10,2.5,26.7,No Defect
CAST_B3289,730.7,1.02,3.0,Al-Si7Mg,4.02,,No Defect
CAST_B3290,731.53,0.93,3.0,Al-Cu4,4.31,23.8,No Defect
CAST_B3291,730.97,1.02,4.0,Al-Si7Mg,3.55,19.5,No Defect
CAST_B3292,730.51,1.03,3.0,Al-Cu4,3.3,,No Defect
CAST_B3293,729.9,1.0,4.0,Al-Zn10,3.53,27.2,No Defect
CAST_B3294,740.25,1.71,,Al-Si7Mg,3.53,28.3,Shrinkage Porosity
CAST_B3295,730.51,0.99,3.0,Al-Cu4,4.06,22.6,No Defect
CAST_B3296,730.0,0.92,5.0,Al-Zn10,3.62,,No Defect
CAST_B3297,728.9,1.01,4.0,Al-Si7Mg,3.53,23.2,No Defect
CAST_B3298,731.13,1.02,4.0,Al-Cu4,2.94,17.8,No Defect
CAST_B3299,728.57,1.03,4.0,Al-Cu4,3.34,22.6,No Defect
CAST_B3300,730.35,0.99,5.0,Al-Cu4,3.38,,No Defect
CAST_B3301,729.89,0.99,5.0,Al-Si7Mg,3.26,23.9,No Defect
CAST_B3302,,1.39,5.0,Al-Zn10,3.26,30.9,Shrinkage Porosity
CAST_B3303,730.14,1.01,4.0,Al-Si7Mg,2.56,19.2,No Defect
CAST_B3304,725.34,1.01,2.0,Al-Si7Mg,6.33,,Gas Porosity
CAST_B3305,722.85,1.14,1.0,Al-Zn10,7.8,21.3,Gas Porosity
CAST_B3306,728.9,0.96,3.0,Al-Si7Mg,3.24,26.9,No Defect
CAST_B3307,740.49,2.18,3.0,Al-Si7Mg,3.24,24.8,Shrinkage Porosity
CAST_B3308,730.77,0.96,3.0,Al-Si7Mg,3.95,24.1,No Defect
CAST_B3309,729.25,0.98,4.0,Al-Cu4,3.34,24.8,No Defect
CAST_B3310,722.75,0.97,2.0,Al-Cu4,5.99,18.3,Gas Porosity
CAST_B3311,729.18,1.04,5.0,Al-Si7Mg,3.62,16.6,No Defect
CAST_B3312,735.9,1.94,3.0,Al-Si7Mg,3.62,29.5,Shrinkage Porosity
CAST_B3313,728.46,0.97,5.0,Al-Zn10,2.87,18.8,No Defect
CAST_B3314,730.82,1.0,,Al-Si7Mg,2.75,12.6,No Defect
CAST_B3315,721.74,0.94,1.0,Al-Zn10,6.8,14.1,Gas Porosity
CAST_B3316,730.76,0.97,5.0,Al-Zn10,3.0,25.0,No Defect
CAST_B3317,744.4,2.14,2.0,Al-Zn10,3.0,26.6,Shrinkage Porosity
CAST_B3318,729.03,1.01,2.0,Al-Zn10,7.76,22.9,Gas Porosity
CAST_B3319,727.7,1.05,5.0,Al-Zn10,3.01,15.0,No Defect
CAST_B3320,731.81,1.12,,Al-Si7Mg,3.93,16.7,No Defect
CAST_B3321,730.16,0.96,3.0,Al-Si7Mg,4.05,21.2,No Defect
CAST_B3322,729.87,0.93,5.0,Al-Zn10,2.94,23.8,No Defect
CAST_B3323,729.77,0.94,5.0,Al-Cu4,2.94,25.0,No Defect
CAST_B3324,730.81,1.02,4.0,Al-Cu4,3.29,17.7,No Defect
CAST_B3325,731.0,1.01,4.0,Al-Si7Mg,3.57,13.2,No Defect
CAST_B3326,,1.23,2.0,Al-Zn10,6.02,15.2,Gas Porosity
CAST_B3327,729.48,1.0,5.0,Al-Cu4,3.19,10.2,No Defect
CAST_B3328,740.01,1.86,1.0,Al-Cu4,4.13,15.6,Hot Tear
CAST_B3329,727.97,0.96,3.0,Al-Cu4,2.97,22.4,No Defect
CAST_B3330,737.23,2.31,4.0,Al-Cu4,2.97,28.0,Shrinkage Porosity
CAST_B3331,730.13,0.95,4.0,Al-Zn10,3.05,,No Defect
CAST_B3332,731.45,0.96,5.0,Al-Si7Mg,2.72,18.2,No Defect
CAST_B3333,730.3,0.95,3.0,Al-Zn10,3.53,15.0,No Defect
CAST_B3334,728.18,0.98,3.0,Al-Si7Mg,3.23,22.4,No Defect
CAST_B3335,729.94,0.99,5.0,Al-Si7Mg,2.49,20.9,No Defect
CAST_B3336,740.56,1.24,2.0,Al-Cu4,2.49,26.8,Shrinkage Porosity
CAST_B3337,730.28,0.93,5.0,Al-Zn10,3.95,21.2,No Defect
CAST_B3338,,0.9,4.0,Al-Zn10,3.69,22.0,No Defect
CAST_B3339,730.0,1.03,4.0,Al-Si7Mg,2.8,13.7,No Defect
CAST_B3340,729.63,1.13,5.0,Al-Si7Mg,3.28,21.2,No Defect
CAST_B3341,736.31,2.3,3.0,Al-Cu4,3.28,,Shrinkage Porosity
CAST_B3342,728.56,0.98,3.0,Al-Zn10,3.8,20.0,No Defect
,,0.95,5.0,Al-Cu4,2.64,17.1,No Defect
CAST_B3344,725.71,0.96,1.0,Al-Si7Mg,9.86,17.6,Gas Porosity
CAST_B3345,735.73,2.1,4.0,Al-Si7Mg,9.86,,Shrinkage Porosity
CAST_B3346,729.42,1.06,3.0,Al-Zn10,3.63,26.2,No Defect
CAST_B3347,728.6,0.95,3.0,Al-Cu4,2.83,,No Defect
CAST_B3348,,0.95,2.0,Al-Cu4,4.79,26.3,Gas Porosity
CAST_B3349,729.05,1.01,4.0,Al-Cu4,2.81,25.4,No Defect
CAST_B3350,726.39,1.27,1.0,Al-Zn10,7.32,27.2,Gas Porosity
CAST_B3351,729.2,0.98,4.0,Al-Si7Mg,3.64,19.3,No Defect
CAST_B3352,743.13,1.68,2.0,Al-Cu4,3.64,30.4,Shrinkage Porosity
CAST_B3353,730.85,1.04,3.0,Al-Cu4,3.62,22.4,No Defect
CAST_B3354,730.6,1.03,3.0,Al-Cu4,3.36,23.1,No Defect
CAST_B3355,730.58,1.02,4.0,Al-Si7Mg,3.5,26.4,No Defect
CAST_B3356,,1.0,5.0,Al-Zn10,3.47,29.2,No Defect
CAST_B3357,740.96,,2.0,Al-Zn10,3.47,29.0,Shrinkage Porosity
CAST_B3358,728.91,1.1,5.0,Al-Si7Mg,4.25,16.2,No Defect
CAST_B3359,730.88,0.93,5.0,Al-Cu4,4.26,15.1,No Defect
CAST_B3360,729.81,1.05,3.0,Al-Zn10,2.72,18.4,No Defect
CAST_B3361,740.23,2.03,2.0,Al-Zn10,2.72,36.9,Shrinkage Porosity
CAST_B3362,729.96,1.04,4.0,Al-Zn10,3.22,27.6,No Defect
CAST_B3363,,1.02,5.0,Al-Zn10,2.81,11.3,No Defect
CAST_B3364,729.37,1.0,3.0,Al-Cu4,3.43,,No Defect
CAST_B3365,745.09,2.35,2.0,Al-Si7Mg,3.17,14.8,Hot Tear
CAST_B3366,729.22,0.96,4.0,Al-Zn10,3.86,27.7,No Defect
CAST_B3367,730.67,1.03,5.0,Al-Cu4,3.74,18.3,No Defect
CAST_B3368,731.42,1.08,4.0,Al-Zn10,3.49,18.3,No Defect
CAST_B3369,731.59,0.89,5.0,Al-Cu4,3.57,16.5,No Defect
CAST_B3370,728.58,0.87,4.0,Al-Cu4,3.85,20.5,No Defect
CAST_B3371,729.62,0.98,3.0,Al-Cu4,4.05,32.0,No Defect
,743.52,2.01,1.0,Al-Si7Mg,4.05,21.1,Shrinkage Porosity
CAST_B3373,732.52,0.87,2.0,Al-Cu4,8.75,19.2,Gas Porosity
CAST_B3374,734.51,1.67,3.0,Al-Si7Mg,8.75,30.8,Shrinkage Porosity
CAST_B3375,739.52,1.93,1.0,Al-Si7Mg,8.75,33.5,Shrinkage Porosity
CAST_B3376,,1.03,5.0,Al-Cu4,3.53,22.3,No Defect
CAST_B3377,730.73,1.04,1.0,Al-Zn10,3.71,13.6,Gas Porosity
,730.92,1.0,5.0,Al-Zn10,3.03,23.9,No Defect
CAST_B3379,730.32,0.98,4.0,Al-Cu4,3.41,19.6,No Defect
CAST_B3380,728.56,1.04,4.0,Al-Zn10,3.46,20.9,No Defect
CAST_B3381,731.12,0.96,4.0,Al-Zn10,3.86,,No Defect
CAST_B3382,731.83,0.95,5.0,Al-Zn10,3.82,28.0,No Defect
CAST_B3383,737.45,1.12,2.0,Al-Cu4,6.9,14.3,Gas Porosity
CAST_B3384,730.08,0.95,4.0,Al-Si7Mg,3.39,15.7,No Defect
CAST_B3385,731.63,0.91,4.0,Al-Cu4,4.08,21.1,No Defect
CAST_B3386,747.76,3.14,1.0,Al-Si7Mg,4.53,16.0,Hot Tear
CAST_B3387,740.66,2.71,5.0,Al-Si7Mg,3.57,15.5,Hot Tear
CAST_B3388,728.67,1.0,3.0,Al-Zn10,3.94,29.9,No Defect
CAST_B3389,740.08,1.84,1.0,Al-Cu4,3.94,,Shrinkage Porosity
CAST_B3390,728.56,1.03,5.0,Al-Zn10,4.0,21.4,No Defect
