Household_ID,Location,Annual_Income_Lakhs,Annual_Expenditure_Lakhs
172,Urban,21.53,18.27
1941,Urban,29.17,19.29
4641,Rural,18.99,9.28
3918,Urban,29.7,22.66
3575,Rural,30.69,15.92
3201,Urban,9.93,10.7
2867,Urban,10.01,3.97
3280,Rural,4.82,4.27
1725,Rural,22.48,10.28
4644,Urban,8.1,8.33
2984,Rural,10.81,7.39
4410,Urban,19.76,19.65
3534,Urban,28.41,20.93
1968,Urban,15.23,13.37
2031,Urban,24.67,17.39
2613,Urban,31.96,22.99
2960,Rural,5.2,3.03
4791,Urban,11.84,10.29
440,Urban,30.16,21.75
3979,Urban,23.96,18.97
1708,Urban,20.9,17.41
3642,Rural,,12.31
4210,Urban,22.07,16.59
350,Rural,25.48,15.59
2151,Urban,27.87,17.18
1684,Rural,13.59,8.83
2286,Urban,19.63,21.6
3340,Rural,28.34,15.93
1250,Rural,6.67,5.67
3194,Urban,10.43,10.58
3268,Urban,15.32,15.12
1826,Urban,29.14,20.89
4121,,31.56,21.75
2384,Urban,21.4,17.3
3061,Urban,23.59,12.2
2551,Urban,33.32,24.9
3560,Urban,29.67,21.04
597,Rural,15.01,10.08
4939,Rural,31.11,17.84
3247,Urban,10.7,9.03
2267,Urban,9.94,13.0
4375,Urban,6.34,8.19
3157,Rural,26.07,12.86
4239,Rural,19.38,9.37
1953,,17.85,16.08
1094,Urban,21.48,13.26
1351,Rural,4.23,2.0
710,Rural,32.12,16.02
2678,Urban,33.91,23.38
743,Rural,29.8,18.69
2875,Rural,20.6,15.79
3383,Urban,24.55,18.11
3826,,13.36,10.62
2313,Urban,13.4,13.38
868,Urban,11.22,11.11
147,Rural,24.11,12.3
4856,Urban,18.92,14.56
1942,Urban,30.88,25.2
4589,Rural,15.02,8.99
1238,Urban,24.17,20.6
4393,Rural,11.3,9.4
1081,Rural,17.87,9.82
2024,Urban,28.57,23.24
650,Urban,22.0,16.58
3926,Urban,22.42,19.1
3017,Rural,18.67,10.76
4090,Urban,22.98,21.21
3922,Urban,5.18,4.28
2204,Urban,7.49,7.15
3040,Urban,34.16,25.82
3237,Urban,25.78,17.55
3239,,23.5,12.18
4930,Rural,31.7,15.15
2697,Rural,16.85,10.92
4414,Rural,7.42,2.59
3261,,6.65,10.64
3706,,19.64,9.16
3238,Rural,28.57,13.42
152,Urban,10.26,7.8
1006,Rural,33.83,16.89
146,Urban,31.27,24.34
187,Rural,24.98,10.02
1133,Urban,20.73,17.42
4282,Rural,33.23,18.72
3538,Urban,31.51,25.46
3632,Urban,10.87,11.31
2856,Urban,17.05,14.23
653,Urban,10.38,11.28
2211,Rural,18.15,9.18
765,Urban,31.12,22.02
938,Rural,10.57,4.09
1540,Urban,22.82,17.48
3685,Rural,14.44,9.83
2790,Rural,22.02,11.5
4925,Urban,20.49,15.2
4322,Rural,31.42,16.87
1723,Urban,29.66,22.16
2554,Rural,18.41,13.08
4697,Urban,,10.74
512,Urban,32.76,25.67
320,Urban,21.97,14.52
2334,Rural,20.07,9.33
648,Rural,26.79,17.25
1271,Rural,14.85,6.73
3655,Urban,15.52,14.17
734,Urban,20.66,18.69
4714,Rural,11.02,10.12
2022,Urban,29.32,22.05
4903,Urban,8.61,8.71
3594,Urban,32.12,25.87
3434,Urban,30.74,24.64
2174,Rural,27.24,16.04
2642,Urban,14.31,12.96
3626,Urban,22.74,18.32
3809,Urban,5.26,9.41
166,Rural,34.52,18.94
3702,Rural,29.68,17.31
368,Rural,15.5,7.11
3799,Urban,7.92,9.61
462,Rural,11.49,7.76
686,Urban,27.53,21.63
1456,Rural,9.93,7.43
2921,Urban,24.08,16.47
836,Urban,22.46,16.2
283,Urban,9.55,9.73
32,Urban,20.51,19.0
184,Rural,33.0,19.55
1599,Urban,,23.66
2422,Urban,25.39,20.43
773,Urban,11.97,11.05
3301,Urban,28.44,22.88
1300,Rural,13.66,7.41
756,Rural,15.87,7.09
1232,Urban,,27.38
2669,Rural,31.0,16.04
2492,Urban,16.32,16.22
3529,Rural,25.08,13.88
1802,Rural,7.43,6.11
635,Urban,9.71,12.36
652,Urban,24.93,17.47
3820,Urban,14.61,16.25
1561,Urban,11.44,11.63
1945,Rural,21.56,11.42
2991,Urban,24.3,18.74
4276,Urban,14.42,11.99
3740,Urban,22.31,18.61
350,Rural,25.48,15.59
3057,Rural,14.43,4.41
1740,Urban,33.09,23.37
1000,Urban,8.63,10.43
1643,Urban,19.33,17.17
1975,Urban,20.95,17.2
1123,Rural,,1.49
193,Rural,,15.16
3031,Urban,14.96,12.16
3555,Urban,16.57,18.83
1691,Urban,28.49,22.85
2649,Urban,13.91,11.57
1842,Urban,9.18,7.17
404,Rural,11.68,7.62
2452,Rural,17.55,7.23
911,Urban,16.6,14.25
2718,Rural,,17.27
1272,Rural,32.78,17.98
4764,Urban,33.37,23.36
1909,Urban,30.4,18.09
2620,Urban,17.58,18.78
3188,Urban,33.02,23.73
948,Rural,,3.85
1257,Urban,23.21,18.55
212,Rural,10.78,3.03
112,,30.82,23.35
3195,Urban,15.71,12.23
1555,Urban,27.59,22.11
361,Urban,22.7,16.58
3825,Urban,31.23,25.61
1973,Urban,5.88,6.89
322,Rural,12.65,9.76
4074,Rural,20.03,9.89
1871,Rural,19.6,3.45
2673,Rural,31.37,14.77
2401,Urban,6.03,11.44
2495,Urban,30.69,23.85
769,Urban,,12.15
3660,Rural,31.29,14.91
3795,Urban,17.56,13.53
458,Urban,16.12,11.89
500,Rural,23.58,13.22
1633,Rural,24.64,10.77
1177,Rural,21.41,11.53
1269,Rural,13.4,8.74
18,Urban,13.98,11.48
3774,Rural,16.75,14.09
4587,Urban,9.6,10.35
4229,Urban,15.9,15.89
523,Rural,24.04,12.32
3462,Urban,31.95,21.99
86,Urban,19.65,14.11
504,Rural,19.25,10.79
450,Urban,7.89,11.31
1023,Rural,30.54,14.59
219,,11.08,6.57
3606,Urban,16.65,14.24
2603,Rural,21.99,14.05
4044,Rural,11.96,8.4
1055,Rural,30.29,16.08
3326,Rural,29.58,10.76
684,Rural,10.56,8.04
2340,Urban,20.54,18.01
3068,Rural,14.33,6.61
4433,Urban,25.74,20.45
4283,Urban,26.37,19.61
4677,Urban,33.39,27.15
2915,Urban,4.07,5.52
4946,Rural,11.86,7.5
1172,Rural,23.4,12.16
3372,Urban,17.55,13.53
2251,Urban,30.46,22.34
2630,Urban,27.27,20.42
2446,Urban,25.95,18.22
2296,Urban,34.33,25.73
4996,Rural,30.59,18.78
1278,Rural,15.3,8.08
3480,Urban,,24.3
2564,Urban,26.34,18.11
4859,Rural,14.29,9.82
3743,Rural,17.39,13.21
4108,Urban,29.15,21.42
3761,Urban,4.61,5.0
764,Rural,9.42,9.54
2374,Urban,22.73,19.52
629,Urban,,18.59
3243,Urban,4.76,4.2
1052,Urban,33.46,21.65
3428,Rural,34.56,20.13
4841,Rural,30.63,13.72
3879,Urban,15.58,12.65
2795,Urban,26.54,21.29
595,Rural,15.16,7.11
2428,Rural,13.6,9.3
376,Urban,28.61,21.92
1898,Urban,4.11,7.22
4733,Rural,18.56,10.49
377,Rural,21.87,17.36
3235,Urban,7.0,8.56
3291,Urban,34.05,24.11
3345,Urban,34.01,27.0
3395,Rural,28.43,12.17
2621,Rural,30.69,16.02
860,Urban,22.18,20.23
4885,Urban,5.7,6.68
4556,Urban,29.63,20.77
3985,Rural,4.35,3.76
1796,Urban,12.85,10.12
2797,Urban,33.04,26.58
2912,Urban,16.8,14.53
1618,Rural,15.51,11.64
4070,Rural,8.09,0.13
3092,Rural,17.74,11.93
1299,Rural,,9.76
201,Rural,13.44,3.43
3915,Rural,6.6,6.09
3359,Rural,5.6,3.38
2375,Rural,7.75,3.85
4570,Rural,29.57,17.82
235,Urban,19.64,12.73
2127,Rural,6.18,5.08
3639,Urban,22.8,18.93
1046,Rural,27.52,14.97
2879,Urban,24.06,19.22
4708,Urban,17.98,16.38
3309,Urban,16.97,15.16
3114,Urban,24.56,17.19
924,Rural,24.09,12.25
1366,Urban,22.05,18.57
4995,Urban,7.86,8.02
1873,Urban,23.22,15.08
1670,Rural,8.04,4.76
3467,Urban,17.54,13.62
4978,,29.74,23.48
3925,Rural,8.88,3.7
4073,Urban,17.11,12.33
1596,Urban,12.44,9.05
3356,Urban,13.83,13.54
4430,Rural,29.69,16.2
250,Rural,18.73,9.75
2484,Urban,19.39,15.83
615,Rural,17.06,9.17
477,Urban,14.21,9.8
245,Urban,,21.91
4177,Urban,11.19,10.69
1658,Urban,13.94,13.83
312,Urban,23.07,19.12
4009,Rural,19.44,9.84
1502,Urban,6.48,7.1
1682,Rural,11.23,4.3
3215,Urban,15.76,13.23
3543,Urban,28.93,20.27
642,Urban,29.4,18.92
1492,Urban,13.27,14.99
419,Rural,19.22,9.46
3525,Urban,20.66,14.09
1309,Urban,20.3,16.68
358,Urban,34.3,25.04
4941,Urban,33.1,22.17
3888,Rural,25.64,16.54
1564,Urban,21.89,17.65
4538,Rural,28.01,15.08
2565,Urban,19.51,15.17
677,Urban,21.97,17.22
2814,Urban,17.38,10.58
3022,Urban,30.1,19.33
2445,Urban,14.53,13.95
3023,Rural,28.84,19.31
4026,Rural,15.84,9.57
4370,Urban,22.02,15.67
1384,Urban,11.65,12.39
708,Rural,7.21,8.61
3796,Rural,16.51,7.73
1042,Rural,7.94,9.15
3959,Urban,22.89,16.95
1824,Rural,33.94,18.52
174,Urban,5.07,5.45
208,Rural,17.47,11.87
2519,Rural,28.4,17.41
824,Urban,26.69,20.65
159,Urban,18.7,15.59
385,Rural,24.1,11.54
1667,Urban,14.29,10.6
3320,Rural,19.34,10.41
3230,Urban,20.28,18.12
4445,Urban,18.75,13.41
3170,Urban,10.04,10.84
4005,,23.53,17.63
284,Urban,31.63,23.26
4804,Urban,24.95,17.43
3808,Urban,27.8,21.93
3759,Urban,10.51,11.35
427,Urban,34.48,24.37
3091,Urban,30.74,22.25
4398,Urban,18.28,13.69
113,Rural,22.62,12.59
2264,Urban,4.01,6.2
1735,Urban,8.99,9.26
4443,Urban,11.36,9.36
869,Rural,29.21,16.21
4938,Urban,24.99,17.8
4924,Rural,23.04,14.3
3272,Urban,7.35,9.08
1590,Rural,28.51,16.29
636,Urban,5.77,8.88
943,Rural,4.61,3.66
117,Rural,18.13,9.1
507,Rural,19.63,15.42
2214,Rural,19.78,11.57
1880,Urban,12.23,12.08
3841,Urban,21.78,17.03
4581,Rural,12.5,7.28
3858,Urban,6.0,11.06
2423,Rural,16.1,11.62
633,Urban,9.78,10.83
1038,Rural,31.08,21.52
1837,Urban,15.37,14.06
46,Rural,22.68,10.96
1311,Urban,15.21,10.23
1686,Rural,4.5,0.6
2273,Urban,23.89,19.61
4915,Urban,18.0,15.91
230,Rural,22.53,13.33
216,Urban,22.85,17.39
4769,Rural,34.57,19.79
2095,Urban,15.06,15.42
277,Rural,9.15,9.28
3965,Urban,21.26,16.41
3245,Rural,14.32,11.03
1903,Rural,5.17,8.7
1387,Rural,21.27,12.99
3636,Urban,29.08,24.24
675,Urban,33.7,23.93
4792,Rural,20.04,11.78
3522,Urban,17.16,15.51
2789,Rural,4.76,6.3
2550,Urban,25.82,19.04
627,Urban,,13.9
4986,Urban,21.31,16.34
561,Rural,14.57,7.28
1531,Urban,21.19,18.44
1950,Urban,4.62,8.15
2189,Rural,19.56,12.82
1525,Urban,6.07,9.38
612,Rural,24.79,15.07
4913,Urban,7.01,8.54
2616,Urban,17.9,16.67
600,Urban,26.17,21.83
3788,Urban,26.7,14.42
3101,Urban,29.3,19.23
806,Rural,6.74,6.2
4754,Urban,,21.46
1960,,33.64,22.43
3112,Urban,13.46,11.82
4357,Urban,29.9,23.57
813,Urban,29.45,19.33
2971,Urban,34.46,27.27
2404,Urban,16.54,11.99
56,Rural,24.41,17.9
4233,Urban,32.77,21.57
4237,Urban,4.59,6.67
2604,Urban,32.03,23.36
3737,Rural,16.12,9.46
3439,Rural,23.86,20.19
3644,Urban,12.22,13.16
2979,Rural,26.68,12.16
2715,Urban,6.24,8.11
234,Urban,16.73,17.7
2872,Rural,4.99,7.15
1270,Urban,23.78,18.96
2175,Urban,7.0,10.04
861,Rural,18.12,12.5
953,Urban,28.49,17.77
3003,Urban,6.97,5.15
3904,Urban,27.42,19.56
1303,Urban,19.04,14.44
1587,Rural,18.59,10.47
1291,Urban,8.43,7.18
914,Urban,16.99,15.56
1187,Rural,28.43,19.79
4084,Rural,27.4,14.6
3392,Rural,6.78,6.74
3623,Urban,19.58,13.3
2438,Urban,11.05,13.88
4001,Urban,32.32,24.66
2876,Urban,20.85,16.94
1381,Urban,22.62,19.86
2973,Rural,9.01,7.38
4679,Rural,19.73,8.87
4051,Rural,29.39,18.74
35,Rural,9.15,5.7
4524,Urban,24.82,20.62
637,Urban,22.22,18.61
4536,Urban,17.67,14.1
2363,Urban,20.76,17.64
1761,Urban,12.69,11.51
4772,Urban,14.5,12.96
1864,Urban,6.41,8.5
3994,Urban,18.77,14.71
3713,Rural,24.59,14.75
3168,Urban,25.25,20.06
74,Rural,6.65,3.8
2772,Urban,25.97,19.46
2376,Urban,6.44,9.01
3843,Urban,11.5,10.68
4780,Urban,23.08,18.25
457,Urban,15.37,13.11
100,Urban,5.24,11.3
640,Urban,5.52,8.6
2709,Urban,20.66,18.66
2593,Urban,26.47,17.71
4380,Urban,13.24,9.53
1920,,16.77,16.28
3024,Urban,16.73,13.52
2131,Urban,12.76,13.3
4633,Rural,7.28,5.68
3517,Urban,33.63,24.11
3971,Rural,7.61,8.66
4165,Rural,33.76,19.73
1341,Urban,11.67,12.57
4765,Urban,31.42,22.12
3532,Rural,4.56,4.47
937,Urban,25.23,18.04
2624,Rural,25.41,14.08
1141,Rural,18.46,11.16
2573,Urban,8.59,8.16
3384,Urban,30.43,21.56
2656,Urban,27.35,17.38
933,Rural,11.7,6.38
646,Rural,,11.6
1557,Rural,15.35,10.74
3754,Rural,9.38,9.55
3968,Urban,26.82,15.65
749,Rural,34.55,19.27
3315,Urban,16.27,14.77
1794,Rural,13.82,7.96
3816,Urban,25.99,16.25
1186,Rural,28.88,15.13
447,Rural,14.78,8.14
2182,Urban,16.7,11.4
2568,Urban,5.71,9.74
4755,Rural,10.87,7.26
4977,Urban,19.05,11.0
82,Rural,7.29,4.14
452,Urban,11.4,9.73
4582,Urban,20.98,16.32
1762,Rural,8.95,6.54
2331,Urban,10.67,12.31
2525,Rural,15.0,7.09
3989,Urban,29.36,21.25
4726,Urban,33.95,25.23
3160,Urban,28.28,22.6
175,Rural,17.82,6.27
3559,Urban,27.93,19.28
4670,Rural,28.26,14.69
657,Urban,24.96,18.27
366,Urban,34.7,24.43
871,Urban,10.53,9.57
4586,Rural,28.93,15.69
2148,Urban,10.79,10.89
4213,Urban,5.99,6.68
4864,Urban,28.99,21.55
4707,Rural,4.08,4.12
1896,Rural,31.78,19.88
1326,Urban,9.99,10.36
3952,Rural,29.55,16.58
1977,Urban,27.21,24.12
1076,Urban,5.09,5.23
3747,Rural,8.64,8.11
4563,Rural,25.41,12.27
201,Rural,13.44,3.43
2631,Rural,19.15,14.15
2941,Urban,15.27,10.6
4426,Urban,,21.4
1170,Urban,8.41,10.49
1884,Rural,18.43,11.36
3014,Urban,,11.62
3044,Urban,25.86,18.82
3611,Urban,16.96,16.19
2201,Rural,15.44,12.03
397,Rural,6.87,8.88
4315,Rural,21.21,14.55
4327,Urban,,17.73
556,Urban,26.02,21.08
4735,Urban,27.13,20.33
310,,31.71,23.71
781,Rural,24.22,11.36
3693,Rural,12.18,12.26
1149,Rural,23.38,12.8
4950,Rural,17.64,8.08
380,Urban,11.39,13.1
4623,Urban,16.08,11.75
978,Urban,8.65,6.74
1886,Urban,32.88,24.14
4196,Urban,6.89,8.59
4897,Urban,26.25,17.83
504,Rural,19.25,10.79
4835,Urban,7.68,7.8
1990,Rural,4.96,1.74
3794,Rural,26.22,13.67
3187,Urban,11.47,11.32
2660,Rural,23.91,16.18
1857,Rural,23.47,14.78
3664,Urban,19.44,18.87
3784,Rural,24.42,13.87
2411,,17.15,10.27
3468,Rural,20.13,15.0
1536,Urban,11.76,8.22
2589,Urban,20.18,14.14
4472,Rural,25.39,13.8
2647,Rural,19.95,12.18
4949,Rural,19.85,8.28
4458,Urban,31.01,22.7
664,Urban,21.94,17.58
3648,Urban,6.83,5.13
3570,Rural,12.51,8.0
370,Urban,9.28,11.16
525,Rural,20.39,12.92
591,Urban,13.66,14.73
2576,Rural,9.23,3.77
4851,Rural,24.02,10.65
4766,Rural,10.65,5.56
2536,Rural,25.74,14.73
255,Urban,30.75,24.3
2696,Urban,25.02,20.01
1179,Rural,10.13,4.43
4634,Rural,24.61,15.98
3773,Urban,21.24,14.1
1738,Urban,4.12,9.47
818,Urban,22.0,17.5
1255,Rural,16.41,9.12
4496,Rural,18.39,10.38
2304,Urban,31.52,23.02
3292,Rural,25.49,13.68
1629,Urban,21.23,17.09
4475,Rural,32.46,16.04
1070,Urban,11.4,13.83
855,Urban,16.61,12.65
3460,Rural,14.23,9.2
1471,,24.4,15.63
4659,Urban,23.89,16.09
304,Rural,31.69,15.74
3645,Rural,20.62,12.18
1130,Urban,12.82,10.34
4083,Rural,14.25,3.58
1500,Rural,28.19,16.88
1285,Urban,10.43,9.92
997,Rural,19.6,12.36
4186,Rural,26.35,17.79
308,Urban,16.07,10.52
2308,Rural,13.22,5.1
233,Urban,,20.0
4063,Rural,28.02,13.11
4609,Rural,10.37,3.63
3947,Rural,28.23,17.68
1537,Urban,,19.08
2945,Rural,15.82,8.65
2261,Rural,11.95,4.49
3981,Rural,27.4,15.37
511,Rural,8.13,5.27
4774,Rural,17.06,9.69
1902,Urban,10.19,11.12
1661,Rural,21.74,11.74
3614,Rural,7.29,2.36
3035,Urban,28.63,21.67
698,Urban,16.57,16.04
4325,Rural,9.65,5.11
1833,Urban,19.86,18.45
4366,Rural,19.66,11.62
1552,Rural,20.18,12.42
420,Rural,13.94,7.49
4673,Rural,16.03,10.15
4013,Rural,6.6,4.53
1289,Urban,,24.2
2983,Rural,25.34,13.21
518,Rural,27.8,15.59
1335,Rural,11.54,9.62
2785,Rural,33.29,14.99
1151,Rural,,13.33
160,Rural,11.0,5.02
3129,Rural,30.89,17.67
3776,Rural,7.92,3.86
2897,Urban,25.89,15.73
809,,23.52,20.94
372,Urban,14.76,14.97
1961,Urban,20.47,17.49
347,Rural,4.44,3.76
2326,Rural,10.01,8.35
246,Rural,22.04,12.47
3848,Urban,24.37,12.56
908,Urban,28.12,20.81
2989,Rural,28.56,18.41
1727,Urban,14.46,13.04
3613,Urban,34.79,23.54
3028,,11.06,6.02
1716,Rural,16.87,10.75
972,Rural,10.23,6.78
2016,Urban,30.83,23.08
1087,Rural,27.55,13.92
2706,,4.96,0.27
3616,Urban,33.46,27.14
4959,Urban,24.67,18.83
1092,Rural,28.05,17.31
4525,Rural,6.32,4.02
3299,Urban,4.88,7.89
1439,Urban,7.91,8.81
3450,Urban,28.36,21.52
4929,Rural,29.89,17.36
2254,Rural,,14.69
1114,Urban,20.89,16.83
2183,Urban,28.18,21.46
1718,Rural,17.57,7.94
27,Urban,12.03,9.4
3155,Urban,28.65,22.84
2812,Rural,5.75,8.61
3829,Rural,,8.57
4778,Urban,34.85,25.9
4163,Urban,27.84,19.5
3991,Urban,11.82,10.37
2135,Rural,19.08,7.09
3758,Urban,14.15,14.68
593,Urban,6.05,7.4
2844,Rural,18.41,9.92
459,Urban,34.27,23.43
2014,Urban,9.94,11.55
4397,Urban,4.29,5.88
3496,Urban,34.32,23.21
1449,Rural,5.97,5.7
4805,Rural,21.36,13.2
2146,Rural,26.32,14.9
481,Rural,29.16,16.28
247,Urban,28.73,22.49
3055,Rural,28.84,14.58
713,Urban,18.04,15.26
3977,Urban,14.19,12.13
1594,Urban,30.49,23.08
3567,Urban,32.49,22.84
1295,Rural,30.91,14.94
4944,Urban,24.5,18.34
249,Rural,,11.11
2397,Urban,9.04,4.71
2716,Urban,33.58,24.74
3374,Rural,27.05,16.59
124,Urban,19.05,13.53
1879,Urban,27.83,22.37
3019,Urban,18.15,12.84
1630,Urban,25.69,19.11
3800,Urban,18.78,12.35
4350,Rural,30.54,16.24
1701,Rural,21.71,7.96
2026,Urban,19.29,14.53
3891,Rural,12.45,4.62
4181,Urban,17.31,16.9
536,Rural,7.23,5.42
1967,Urban,30.12,22.71
2659,Urban,18.79,15.07
2626,Rural,24.17,13.41
1451,Urban,30.07,22.69
691,Urban,11.22,13.64
1453,Rural,17.34,8.16
3225,Urban,14.85,15.03
3339,Urban,18.34,15.33
102,Rural,21.91,11.45
5000,Urban,10.73,12.01
164,Urban,18.53,17.11
1764,Urban,12.84,12.16
3536,Urban,14.04,10.01
3881,Urban,22.14,17.12
2235,Rural,14.5,6.64
2895,Urban,19.21,17.23
453,Urban,10.62,11.23
2236,Urban,18.68,14.25
1810,Urban,13.81,10.14
2601,Rural,24.71,16.94
2109,Urban,31.33,21.1
1595,Rural,27.22,13.26
4236,Urban,15.38,14.1
1504,Urban,4.31,6.17
4830,Urban,24.5,19.52
2560,Urban,29.13,24.83
2433,Rural,10.0,10.29
4921,Rural,12.61,10.67
732,Rural,14.98,8.41
3749,Urban,7.83,9.11
2463,Rural,32.33,18.15
1204,Urban,,21.25
348,Urban,11.99,10.39
2180,Urban,19.54,13.65
2354,Rural,20.88,10.4
2162,Rural,16.74,10.35
1205,Urban,6.8,6.1
2284,Urban,23.3,19.22
4010,Urban,21.97,17.07
3954,Urban,21.51,17.78
38,Urban,34.06,29.28
1372,Urban,14.49,15.25
4786,Urban,27.82,23.87
637,Urban,22.22,18.61
349,Urban,17.95,21.52
3670,Urban,29.13,20.13
1789,Urban,30.37,22.18
3253,Rural,4.33,1.22
1061,Rural,16.51,10.68
2584,Urban,7.72,9.86
4002,Rural,20.29,9.16
1647,Urban,,24.46
3927,Rural,22.4,16.06
1875,Rural,30.53,16.16
1284,Urban,26.12,20.34
297,Rural,18.5,12.04
3358,Urban,20.46,16.28
4023,Rural,19.03,11.29
639,Urban,4.54,7.39
4043,Urban,34.26,26.13
4228,Rural,31.6,18.87
3895,Rural,4.3,6.3
2721,Rural,21.18,11.25
2818,Urban,33.16,25.39
4663,Urban,12.14,10.45
4893,Rural,29.17,19.45
4446,Rural,5.38,5.89
496,,14.35,14.4
1747,Urban,25.05,20.04
3335,Rural,28.36,15.49
2130,Urban,33.3,23.81
4981,Rural,,9.6
2511,Urban,29.94,21.97
1821,Urban,18.95,14.72
49,Urban,14.37,14.57
1240,Urban,31.71,24.62
1395,Urban,34.71,28.73
2268,Rural,15.97,9.72
1344,Rural,29.56,14.07
3734,Urban,18.08,15.58
1772,Rural,30.97,17.76
1736,Rural,21.46,9.42
1463,Urban,33.41,23.99
3319,Rural,30.59,18.08
1497,,15.53,10.54
2103,Urban,33.73,23.04
2964,Rural,18.52,10.1
3656,Urban,17.92,15.77
547,Urban,7.48,9.82
2733,Urban,4.02,5.75
1518,Rural,26.54,15.54
660,Urban,23.48,20.41
4918,Urban,10.57,11.44
3789,Urban,6.72,7.42
4164,Urban,15.43,13.69
3255,Urban,16.8,12.0
3592,Urban,,6.94
4650,Urban,10.22,12.45
3797,Urban,8.25,7.69
1583,Urban,26.93,17.34
1603,Urban,,13.56
2843,Rural,6.08,2.89
931,Urban,6.44,7.1
3582,Rural,27.82,16.08
3042,Rural,12.32,5.56
1249,Rural,26.32,13.63
1226,Rural,23.47,13.37
3948,Rural,32.86,15.31
25,Urban,32.84,23.06
2888,Urban,16.22,13.57
485,Urban,25.48,19.54
4509,Urban,12.93,10.09
2182,Urban,16.7,11.4
3382,Urban,9.29,8.9
4684,Urban,29.42,24.88
2776,Urban,4.8,5.86
2531,Rural,6.62,3.97
228,Urban,31.41,20.96
2128,Urban,12.62,11.06
4702,Urban,10.67,10.15
87,Rural,27.83,15.86
4820,Urban,14.94,11.08
1085,Rural,11.55,6.82
2516,Rural,29.44,15.83
4494,Rural,9.55,4.73
4293,Urban,20.69,16.93
4526,Urban,18.28,13.75
2541,Rural,9.95,5.84
3134,Urban,15.58,15.33
2293,Urban,7.29,10.53
416,Urban,15.97,15.12
2086,Urban,4.57,5.96
45,Urban,23.32,18.82
1513,Rural,30.21,17.72
4014,Urban,5.62,5.94
4961,Urban,22.23,20.62
2506,Urban,33.34,26.09
2126,Rural,18.94,13.93
4418,Urban,12.2,12.15
3478,Urban,24.15,20.44
3507,,4.01,1.97
2914,Rural,5.53,4.69
1373,Rural,33.0,16.0
1385,,18.25,11.02
248,Rural,30.8,20.23
3701,Rural,32.76,14.17
2046,Rural,15.87,5.87
1758,Urban,21.74,13.36
1820,Urban,26.0,18.38
1194,Rural,33.06,20.59
280,Rural,14.63,8.31
2140,Rural,7.91,9.43
224,Urban,15.0,12.97
3681,Rural,4.29,3.38
2509,Rural,22.81,15.21
2600,Urban,12.71,11.9
1847,Urban,,13.91
2688,Urban,13.66,12.84
2007,Urban,20.54,17.6
2590,Rural,6.3,3.1
3048,Urban,4.97,8.57
2306,Urban,32.33,25.79
979,Urban,20.67,17.53
2351,Rural,14.21,7.49
2301,Rural,8.0,6.08
3093,Urban,22.16,16.11
3156,Rural,9.62,4.82
4088,Rural,34.38,20.47
1549,Urban,8.48,8.32
3657,Urban,20.65,17.24
4391,Urban,33.42,23.13
4047,Urban,16.31,14.94
2362,Urban,18.07,16.63
3869,Rural,24.12,13.58
3921,Rural,20.34,10.58
3580,Urban,5.91,5.09
3080,Rural,19.07,11.8
1704,Urban,13.39,11.27
2364,Urban,30.34,21.89
4923,Urban,22.75,18.04
4490,Urban,15.26,12.96
1831,Rural,32.88,15.38
4169,Urban,12.4,12.43
1318,Rural,21.89,12.98
4710,Rural,21.2,12.72
12,Rural,25.9,15.58
1342,Urban,24.0,18.27
4049,Rural,33.55,16.62
841,Urban,16.94,12.66
1527,Urban,4.77,4.91
3938,Urban,31.7,23.71
126,Urban,22.92,17.48
1910,Urban,,14.98
782,Urban,16.56,14.14
4344,Rural,27.61,17.15
3069,Urban,17.92,15.97
498,Urban,31.56,23.27
1159,Rural,8.22,2.64
1685,Urban,25.52,21.61
2667,Urban,23.93,20.93
1759,Urban,34.98,27.59
3059,Urban,18.9,16.04
4480,Urban,7.28,9.92
540,Urban,18.49,16.11
2755,Rural,11.66,5.63
3739,Rural,6.78,4.47
4103,Urban,14.05,11.78
2316,Urban,34.67,22.87
4629,Rural,5.48,5.74
4849,Rural,22.32,12.95
4777,Urban,20.66,17.69
4025,Rural,20.05,10.53
2300,Urban,23.82,18.91
2749,Rural,13.38,7.47
2171,Rural,18.97,10.1
4156,Urban,7.91,9.23
2090,Urban,6.66,6.45
3823,Rural,7.94,4.75
1409,Urban,19.87,16.37
4625,Rural,15.98,7.95
4297,Urban,31.15,21.37
2533,Urban,10.96,11.21
2029,Urban,15.89,14.91
1217,Urban,8.76,12.48
834,Urban,17.39,10.68
1866,Rural,13.4,7.6
1576,Urban,25.91,19.61
426,Urban,21.87,20.45
4103,Urban,14.05,11.78
2819,Urban,32.08,26.24
2230,Urban,17.12,11.97
1246,Rural,22.81,9.49
2770,Rural,26.29,13.44
115,Rural,12.84,7.17
1017,Urban,8.11,12.39
753,Rural,7.32,6.28
2764,Urban,26.11,16.24
3365,Rural,20.03,12.15
3744,Urban,5.67,1.47
3777,Rural,34.18,18.63
1714,Urban,29.54,17.98
4984,Rural,32.2,17.94
4757,Urban,11.52,13.6
2080,Rural,26.89,11.42
1890,Rural,19.81,10.2
202,Urban,34.47,23.32
3586,Urban,18.58,15.1
1729,Rural,33.81,16.68
1228,Urban,34.56,23.11
4486,Rural,,13.02
220,Rural,5.81,4.43
2585,Urban,20.57,17.48
2967,Rural,12.52,8.12
4889,Urban,9.71,7.87
