Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total,Date
FD2215,14.23,Low Sugar,0.022,Baking Goods,168.63,OUT003,1999,Medium,Tier 1,Departmental Store,4251.65,03/02/2020 6:23:52
NC888,16.66,No Sugar,0.119,Others,168.63,OUT001,1987,High,Tier 2,Supermarket Type1,4801.09,03/02/2020 6:23:52
FD2749,11.19,Low Sugar,0.015,Fruits and Vegetables,168.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3565.22,03/02/2020 6:23:52
FD5295,12.15,Regular,0.025,Baking Goods,168.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3781.32,03/02/2020 6:23:52
FD2754,13.25,Low Sugar,0.184,Canned,168.65,OUT001,1987,High,Tier 2,Supermarket Type1,4029.59,03/02/2020 6:23:52
FD7452,12.93,Low Sugar,0.025,Dairy,168.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,3958.54,03/02/2020 6:23:52
DR5831,15.89,Low Sugar,0.171,Soft Drinks,168.67,OUT001,1987,High,Tier 2,Supermarket Type1,4627.99,03/02/2020 6:23:52
NC8086,11.78,No Sugar,0.126,Household,168.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3698.77,03/02/2020 6:23:52
FD2293,11.12,Low Sugar,0.024,Fruits and Vegetables,168.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3550.62,03/02/2020 6:23:52
FD1443,15.55,Regular,0.093,Snack Foods,168.69,OUT001,1987,High,Tier 2,Supermarket Type1,4551.34,03/02/2020 6:23:52
FD5253,15.93,Regular,0.01,Meat,168.69,OUT001,1987,High,Tier 2,Supermarket Type1,4636.72,03/02/2020 6:23:52
FD7589,12.08,Low Sugar,0.076,Baking Goods,168.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3767.34,03/02/2020 6:23:52
FD5573,14.05,Low Sugar,0.193,Frozen Foods,168.72,OUT003,1999,Medium,Tier 1,Departmental Store,4212.95,03/02/2020 6:23:52
FD7595,12.03,Low Sugar,0.104,Baking Goods,168.73,OUT004,2009,Medium,Tier 2,Supermarket Type2,3755.73,03/02/2020 6:23:52
NC1288,12.81,No Sugar,0.089,Health and Hygiene,168.73,OUT004,2009,Medium,Tier 2,Supermarket Type2,3933.37,03/02/2020 6:23:52
DR2568,14.66,Low Sugar,0.014,Hard Drinks,168.73,OUT003,1999,Medium,Tier 1,Departmental Store,4350.25,03/02/2020 6:23:52
DR5254,15.54,Regular,0.079,Soft Drinks,168.78,OUT001,1987,High,Tier 2,Supermarket Type1,4550.19,03/02/2020 6:23:52
FD3145,16.67,Regular,0.129,Fruits and Vegetables,168.79,OUT001,1987,High,Tier 2,Supermarket Type1,4807,03/02/2020 6:23:52
NC1016,10.79,No Sugar,0.041,Household,168.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3476.99,03/02/2020 6:23:52
DR3118,13.17,Low Sugar,0.055,Soft Drinks,168.8,OUT001,1987,High,Tier 2,Supermarket Type1,4015.24,03/02/2020 6:23:52
FD7622,14.09,Regular,0.017,Snack Foods,168.81,OUT003,1999,Medium,Tier 1,Departmental Store,4223.93,03/02/2020 6:23:52
FD3480,13.58,Regular,0.064,Baking Goods,168.84,OUT001,1987,High,Tier 2,Supermarket Type1,4109.42,03/02/2020 6:23:52
FD908,14.05,Low Sugar,0.11,Fruits and Vegetables,2,OUT003,1999,Medium,Tier 1,Departmental Store,4215.35,03/02/2020 6:23:52
FD7391,13.02,Low Sugar,0.102,Snack Foods,168.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3983.91,03/02/2020 6:23:52
FD1146,15.53,Low Sugar,0.022,Meat,168.86,OUT001,1987,High,Tier 2,Supermarket Type1,4550.64,03/02/2020 6:23:52
FD2592,13.08,Low Sugar,0.079,Dairy,168.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3997.8,03/02/2020 6:23:52
FD3188,13.17,Low Sugar,0.031,Canned,168.88,OUT001,1987,High,Tier 2,Supermarket Type1,4017.27,03/02/2020 6:23:52
FD3935,15.62,Low Sugar,0.036,Frozen Foods,168.9,OUT001,1987,High,Tier 2,Supermarket Type1,4570.3,03/02/2020 6:23:52
FD6172,9.88,Low Sugar,0.046,Fruits and Vegetables,168.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3273.45,03/02/2020 6:23:52
FD6179,13.25,Low Sugar,0.063,Baking Goods,168.91,OUT001,1987,High,Tier 2,Supermarket Type1,4035.47,03/02/2020 6:23:52
DR7833,14.65,Low Sugar,0.013,Soft Drinks,168.93,OUT003,1999,Medium,Tier 1,Departmental Store,4353.66,03/02/2020 6:23:52
FD3859,11.71,Low Sugar,0.054,Canned,168.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3688.46,03/02/2020 6:23:52
FD1341,15.05,Low Sugar,0.076,Snack Foods,168.99,OUT003,1999,Medium,Tier 1,Departmental Store,4443.71,03/02/2020 6:23:52
FD292,11.76,Regular,0.093,Canned,169.01,OUT002,1998,Small,Tier 3,Food Mart,536.2,03/02/2020 6:23:52
FD668,13.69,Low Sugar,0.028,Snack Foods,169.01,OUT001,1987,High,Tier 2,Supermarket Type1,4138.23,03/02/2020 6:23:52
FD934,14.26,Low Sugar,0.036,Dairy,169.03,OUT003,1999,Medium,Tier 1,Departmental Store,4266.76,03/02/2020 6:23:52
FD4248,11.65,Regular,0.084,Breakfast,169.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3676.75,03/02/2020 6:23:52
FD62,10.57,Regular,0.097,Seafood,169.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,5341.06,03/02/2020 6:23:52
FD8270,13.46,Low Sugar,0.15,Canned,169.06,OUT001,1987,High,Tier 2,Supermarket Type1,4086.69,03/02/2020 6:23:52
FD6438,16.53,Low Sugar,0.037,Dairy,169.09,OUT001,1987,High,Tier 2,Supermarket Type1,4781.48,03/02/2020 6:23:52
DR838,14.06,Low Sugar,0.053,Soft Drinks,169.1,OUT003,1999,Medium,Tier 1,Departmental Store,4222.29,03/02/2020 6:23:52
DR3719,15.71,Regular,0.143,Soft Drinks,169.1,OUT001,1987,High,Tier 2,Supermarket Type1,4594.73,03/02/2020 6:23:52
FD1097,14.46,reg,0.017,Meat,169.11,OUT003,1999,Medium,Tier 1,Departmental Store,4313.73,03/02/2020 6:23:52
FD5275,10.16,Regular,0.141,Fruits and Vegetables,169.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3342.77,03/02/2020 6:23:52
FD2641,12.83,Regular,0.079,Dairy,169.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3944.15,03/02/2020 6:23:52
FD4009,13.85,Low Sugar,0.047,Dairy,169.13,OUT001,1987,High,Tier 2,Supermarket Type1,4175.9,03/02/2020 6:23:52
FD1768,13.47,Low Sugar,0.123,Dairy,169.15,OUT001,1987,High,Tier 2,Supermarket Type1,4089.79,03/02/2020 6:23:52
FD8472,14.41,Low Sugar,0.141,Snack Foods,169.16,OUT003,1999,Medium,Tier 1,Departmental Store,4303.23,03/02/2020 6:23:52
FD1950,12.99,Low Sugar,0.082,Meat,169.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3983.52,03/02/2020 6:23:52
FD2613,15.87,Low Sugar,0.058,Fruits and Vegetables,169.17,OUT001,1987,High,Tier 2,Supermarket Type1,4632.36,03/02/2020 6:23:52
FD7168,18.37,Low Sugar,0.05,Dairy,169.17,OUT003,1999,Medium,Tier 1,Departmental Store,5198.89,03/02/2020 6:23:52
FD4421,16.24,Low Sugar,0.039,Baking Goods,169.19,OUT001,1987,High,Tier 2,Supermarket Type1,4717.81,03/02/2020 6:23:52
FD7755,11.33,Low Sugar,0.022,Fruits and Vegetables,169.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3608.65,03/02/2020 6:23:52
FD7266,12.06,Regular,0.025,Baking Goods,169.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3772.41,03/02/2020 6:23:52
FD5170,11.26,Low Sugar,0.011,Snack Foods,169.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3591.63,03/02/2020 6:23:52
FD4851,13.45,Regular,0.092,Fruits and Vegetables,169.24,OUT001,1987,High,Tier 2,Supermarket Type1,4087.34,03/02/2020 6:23:52
FD5982,16.76,Low Sugar,0.081,Starchy Foods,169.25,OUT003,1999,Medium,Tier 1,Departmental Store,4836.45,03/02/2020 6:23:52
FD6342,17.66,Low Sugar,0.101,Fruits and Vegetables,169.26,OUT003,1999,Medium,Tier 1,Departmental Store,5039.34,03/02/2020 6:23:52
FD507,10.77,Low Sugar,0.049,Fruits and Vegetables,169.27,OUT003,1999,Medium,Tier 1,Departmental Store,6744.58,03/02/2020 6:23:52
FD7911,14.85,Low Sugar,0.07,Frozen Foods,169.28,OUT003,1999,Medium,Tier 1,Departmental Store,4404.72,03/02/2020 6:23:52
FD3482,13.52,Low Sugar,0.024,Dairy,169.29,OUT001,1987,High,Tier 2,Supermarket Type1,4104.04,03/02/2020 6:23:52
FD2048,11.49,Low Sugar,0.013,Snack Foods,169.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3646.86,03/02/2020 6:23:52
FD319,16.69,Regular,0.147,Canned,169.3,OUT003,1999,Medium,Tier 1,Departmental Store,4238.57,03/02/2020 6:23:52
FD3964,14.09,Low Sugar,0.151,Canned,169.31,OUT003,1999,Medium,Tier 1,Departmental Store,4234.89,03/02/2020 6:23:52
FD5561,10.7,Low Sugar,0.068,Snack Foods,169.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3467.96,03/02/2020 6:23:52
FD8283,13.12,Regular,0.055,Canned,169.33,OUT001,1987,High,Tier 2,Supermarket Type1,4015.02,03/02/2020 6:23:52
FD5418,17.36,Low Sugar,0.094,Dairy,169.33,OUT003,1999,Medium,Tier 1,Departmental Store,4973.83,03/02/2020 6:23:52
NC4407,11.15,No Sugar,0.013,Household,169.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3570.85,03/02/2020 6:23:52
FD2883,15.84,Low Sugar,0.028,Fruits and Vegetables,169.37,OUT001,1987,High,Tier 2,Supermarket Type1,4631.28,03/02/2020 6:23:52
FD947,10.27,Low Sugar,0.04,Baking Goods,169.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3371.62,03/02/2020 6:23:52
FD2900,14.16,Low Sugar,0.044,Snack Foods,169.39,OUT003,1999,Medium,Tier 1,Departmental Store,4251.17,03/02/2020 6:23:52
FD215,11.72,Low Sugar,0.023,Dairy,169.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3984.14,03/02/2020 6:23:52
FD7820,11.87,Low Sugar,0.037,Meat,169.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3732.96,03/02/2020 6:23:52
FD7671,10.24,Low Sugar,0.016,Meat,169.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3365.07,03/02/2020 6:23:52
FD8445,13.05,Regular,0.014,Frozen Foods,169.41,OUT001,1987,High,Tier 2,Supermarket Type1,4001.06,03/02/2020 6:23:52
FD3711,15.81,Low Sugar,0.089,Snack Foods,169.42,OUT001,1987,High,Tier 2,Supermarket Type1,4624.49,03/02/2020 6:23:52
FD8680,13.45,Low Sugar,0.115,Snack Foods,169.46,OUT001,1987,High,Tier 2,Supermarket Type1,4092.84,03/02/2020 6:23:52
NC1064,12.51,No Sugar,0.073,Household,169.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3880.61,03/02/2020 6:23:52
FD4627,13.67,Regular,0.026,Snack Foods,169.48,OUT001,1987,High,Tier 2,Supermarket Type1,4141.67,03/02/2020 6:23:52
DR6476,16.06,Low Sugar,0.106,Hard Drinks,169.48,OUT001,1987,High,Tier 2,Supermarket Type1,4682.36,03/02/2020 6:23:52
FD896,15.19,Low Sugar,0.04,Baking Goods,169.5,OUT003,1999,Medium,Tier 1,Departmental Store,4487.29,03/02/2020 6:23:52
FD3277,16.11,Regular,0.102,Frozen Foods,169.5,OUT001,1987,High,Tier 2,Supermarket Type1,4693.52,03/02/2020 6:23:52
FD6982,14.19,Low Sugar,0.235,Fruits and Vegetables,169.51,OUT003,1999,Medium,Tier 1,Departmental Store,4260.6,03/02/2020 6:23:52
FD3060,11.36,Low Sugar,0.013,Canned,169.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,3622.33,03/02/2020 6:23:52
FD5748,17,Regular,0.098,Baking Goods,169.53,OUT003,1999,Medium,Tier 1,Departmental Store,4896.25,03/02/2020 6:23:52
FD8055,17.64,Low Sugar,0.015,Snack Foods,12,OUT003,1999,Medium,Tier 1,Departmental Store,5040.35,03/02/2020 6:23:52
NC7655,13.45,No Sugar,0.109,Health and Hygiene,169.56,OUT001,1987,High,Tier 2,Supermarket Type1,4094.82,03/02/2020 6:23:52
FD5028,13.42,Regular,0.178,Baking Goods,169.58,OUT001,1987,High,Tier 2,Supermarket Type1,4088.08,03/02/2020 6:23:52
FD436,13.97,Low Sugar,0.132,Meat,169.58,OUT002,1998,Small,Tier 3,Food Mart,2133.36,03/02/2020 6:23:52
FD202,17.56,Regular,0.027,Fruits and Vegetables,169.6,OUT003,1999,Medium,Tier 1,Departmental Store,6408.86,03/02/2020 6:23:52
NC8025,10.23,No Sugar,0.015,Health and Hygiene,169.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,3368.51,03/02/2020 6:23:52
NC6410,12.81,No Sugar,0.011,Health and Hygiene,169.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,3951.07,03/02/2020 6:23:52
FD3733,13.68,Low Sugar,0.022,Canned,169.62,OUT001,1987,High,Tier 2,Supermarket Type1,4148.76,03/02/2020 6:23:52
FD7504,15.4,Low Sugar,0.058,Snack Foods,169.62,OUT001,1987,High,Tier 2,Supermarket Type1,4536.38,03/02/2020 6:23:52
FD7460,15.98,Low Sugar,0.106,Snack Foods,169.63,OUT001,1987,High,Tier 2,Supermarket Type1,4668.38,03/02/2020 6:23:52
FD4096,17.58,Low Sugar,0.033,Frozen Foods,169.66,OUT003,1999,Medium,Tier 1,Departmental Store,5030.53,03/02/2020 6:23:52
FD4052,14.41,Low Sugar,0.227,Meat,169.72,OUT003,1999,Medium,Tier 1,Departmental Store,4314.66,03/02/2020 6:23:52
FD766,14.17,Regular,0.026,Breakfast,169.74,OUT003,1999,Medium,Tier 1,Departmental Store,4259.99,03/02/2020 6:23:52
FD8309,15.5,Low Sugar,0.039,Meat,169.75,OUT001,1987,High,Tier 2,Supermarket Type1,4562.52,03/02/2020 6:23:52
FD5158,15.7,Low Sugar,0.042,Meat,169.76,OUT001,1987,High,Tier 2,Supermarket Type1,4607.53,03/02/2020 6:23:52
FD2839,15.97,Low Sugar,0.011,Meat,169.76,OUT001,1987,High,Tier 2,Supermarket Type1,4668.59,03/02/2020 6:23:52
FD5213,11.74,Low Sugar,0.057,Dairy,169.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3711.28,03/02/2020 6:23:52
FD5141,15.81,Low Sugar,0.073,Baking Goods,169.81,OUT001,1987,High,Tier 2,Supermarket Type1,4633.08,03/02/2020 6:23:52
FD2474,12.61,Low Sugar,0.04,Baking Goods,169.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3910,03/02/2020 6:23:52
FD7319,11.86,Low Sugar,0.027,Dairy,169.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3741.18,03/02/2020 6:23:52
DR1976,14.26,Low Sugar,0.115,Soft Drinks,169.85,OUT003,1999,Medium,Tier 1,Departmental Store,4282.66,03/02/2020 6:23:52
FD7215,13.24,Low Sugar,0.121,Snack Foods,169.93,OUT001,1987,High,Tier 2,Supermarket Type1,4055.09,03/02/2020 6:23:52
FD6742,13.31,Low Sugar,0.077,Baking Goods,169.93,OUT001,1987,High,Tier 2,Supermarket Type1,4070.89,03/02/2020 6:23:52
FD4454,14.15,Low Sugar,0.014,Fruits and Vegetables,169.94,OUT003,1999,Medium,Tier 1,Departmental Store,4260.86,03/02/2020 6:23:52
FD3014,15.62,Low Sugar,0.014,Starchy Foods,169.94,OUT001,1987,High,Tier 2,Supermarket Type1,4591.76,03/02/2020 6:23:52
FD3975,12.03,Low Sugar,0.085,Meat,169.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3781.9,03/02/2020 6:23:52
NC3290,14.54,No Sugar,0.017,Health and Hygiene,169.96,OUT003,1999,Medium,Tier 1,Departmental Store,4350,03/02/2020 6:23:52
FD3216,11.25,Low Sugar,0.055,Snack Foods,169.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3606.22,03/02/2020 6:23:52
FD3202,11.97,Regular,0.073,Frozen Foods,169.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3767.55,03/02/2020 6:23:52
NC1090,12.15,No Sugar,0.007,Household,169.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3808.13,03/02/2020 6:23:52
NC17,13.58,No Sugar,0.086,Household,170.01,OUT002,1998,Small,Tier 3,Food Mart,2060.28,03/02/2020 6:23:52
DR287,17.96,Low Sugar,0.039,Soft Drinks,170.04,OUT001,1987,High,Tier 2,Supermarket Type1,2778.11,03/02/2020 6:23:52
FD5391,7.34,Regular,0.058,Breads,170.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,2723.51,03/02/2020 6:23:52
NC1684,11.73,No Sugar,0.015,Household,170.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3716.96,03/02/2020 6:23:52
NC2520,13.51,No Sugar,0.022,Health and Hygiene,170.11,OUT001,1987,High,Tier 2,Supermarket Type1,4119.5,03/02/2020 6:23:52
FD6462,14,Regular,0.06,Fruits and Vegetables,170.11,OUT003,1999,Medium,Tier 1,Departmental Store,4231.07,03/02/2020 6:23:52
FD5429,12.85,Regular,0.078,Fruits and Vegetables,170.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3969.54,03/02/2020 6:23:52
FD6866,14.2,Low Sugar,0.035,Fruits and Vegetables,170.12,OUT003,1999,Medium,Tier 1,Departmental Store,4275.96,03/02/2020 6:23:52
FD2874,15.76,Regular,0.038,Dairy,170.12,OUT001,1987,High,Tier 2,Supermarket Type1,4628.4,03/02/2020 6:23:52
FD783,15.1,Low Sugar,0.08,Canned,170.16,OUT003,1999,Medium,Tier 1,Departmental Store,4478.43,03/02/2020 6:23:52
FD1076,11.32,Low Sugar,0.04,Snack Foods,170.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3626.06,03/02/2020 6:23:52
NC380,12.97,No Sugar,0.047,Health and Hygiene,170.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,5299.43,03/02/2020 6:23:52
FD5201,11.86,Regular,0.124,Starchy Foods,170.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3748.32,03/02/2020 6:23:52
FD8732,12.05,Low Sugar,0.05,Frozen Foods,170.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3791.25,03/02/2020 6:23:52
FD7311,14.47,Low Sugar,0.049,Baking Goods,170.25,OUT003,1999,Medium,Tier 1,Departmental Store,4339.24,03/02/2020 6:23:52
FD6671,16.05,Regular,0.133,Canned,170.26,OUT001,1987,High,Tier 2,Supermarket Type1,4697.11,03/02/2020 6:23:52
FD2109,15,Low Sugar,0.083,Fruits and Vegetables,170.27,OUT003,1999,Medium,Tier 1,Departmental Store,4459.05,03/02/2020 6:23:52
FD2992,16.6,Low Sugar,0.056,Canned,170.27,OUT003,1999,Medium,Tier 1,Departmental Store,4820.03,03/02/2020 6:23:52
DR5540,12.89,Low Sugar,0.153,Soft Drinks,170.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,3983.47,03/02/2020 6:23:52
FD6968,13.97,Low Sugar,0.121,Baking Goods,170.29,OUT003,1999,Medium,Tier 1,Departmental Store,4226.4,03/02/2020 6:23:52
FD5328,10.78,Regular,0.128,Snack Foods,170.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3506.27,03/02/2020 6:23:52
FD6344,11.59,Low Sugar,0.009,Fruits and Vegetables,170.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3690.29,03/02/2020 6:23:52
FD5592,15.66,Regular,0.104,Dairy,170.31,OUT001,1987,High,Tier 2,Supermarket Type1,4609.63,03/02/2020 6:23:52
FD6606,17.15,Low Sugar,0.077,Fruits and Vegetables,170.33,OUT003,1999,Medium,Tier 1,Departmental Store,4946.17,03/02/2020 6:23:52
FD6374,9.58,Low Sugar,0.126,Baking Goods,170.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,3235.21,03/02/2020 6:23:52
FD806,12.11,Low Sugar,0.091,Fruits and Vegetables,170.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,3808.09,03/02/2020 6:23:52
NC1211,16.85,No Sugar,0.058,Health and Hygiene,170.34,OUT003,1999,Medium,Tier 1,Departmental Store,4879.87,03/02/2020 6:23:52
FD7312,9.64,Regular,0.076,Baking Goods,170.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3250.64,03/02/2020 6:23:52
FD6328,14.42,Regular,0.065,Snack Foods,170.37,OUT003,1999,Medium,Tier 1,Departmental Store,4330.37,03/02/2020 6:23:52
FD5945,14.25,Regular,0.053,Snack Foods,170.39,OUT003,1999,Medium,Tier 1,Departmental Store,4292.76,03/02/2020 6:23:52
NC2107,10.99,No Sugar,0.012,Health and Hygiene,170.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3556,03/02/2020 6:23:52
FD8711,15.72,Low Sugar,0.042,Meat,170.4,OUT001,1987,High,Tier 2,Supermarket Type1,4625.38,03/02/2020 6:23:52
FD5943,14.8,Low Sugar,0.067,Fruits and Vegetables,170.45,OUT003,1999,Medium,Tier 1,Departmental Store,4418.58,03/02/2020 6:23:52
FD1767,12.7,Low Sugar,0.038,Fruits and Vegetables,170.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3944.7,03/02/2020 6:23:52
FD6733,12.71,Low Sugar,0.045,Fruits and Vegetables,170.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3946.26,03/02/2020 6:23:52
FD4339,13.14,Low Sugar,0.131,Canned,170.49,OUT001,1987,High,Tier 2,Supermarket Type1,4043.7,03/02/2020 6:23:52
NC5395,14.05,No Sugar,0.03,Health and Hygiene,170.52,OUT003,1999,Medium,Tier 1,Departmental Store,4250.81,03/02/2020 6:23:52
FD3982,14.47,Low Sugar,0.115,Dairy,170.55,OUT003,1999,Medium,Tier 1,Departmental Store,4345.82,03/02/2020 6:23:52
FD4533,11.23,Low Sugar,0.061,Fruits and Vegetables,170.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,3612.66,03/02/2020 6:23:52
FD4456,13.11,Low Sugar,0.075,Snack Foods,170.56,OUT001,1987,High,Tier 2,Supermarket Type1,4037.65,03/02/2020 6:23:52
FD1423,12.55,Regular,0.175,Dairy,170.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3912.55,03/02/2020 6:23:52
DR6367,13.87,Regular,0.104,Soft Drinks,170.58,OUT003,1999,Medium,Tier 1,Departmental Store,4211.26,03/02/2020 6:23:52
FD7269,13.87,Regular,0.076,Fruits and Vegetables,170.59,OUT003,1999,Medium,Tier 1,Departmental Store,4210.3,03/02/2020 6:23:52
FD6514,15.97,Regular,0.057,Fruits and Vegetables,170.65,OUT001,1987,High,Tier 2,Supermarket Type1,4686.15,03/02/2020 6:23:52
FD8545,14.22,Regular,0.027,Meat,170.66,OUT003,1999,Medium,Tier 1,Departmental Store,4291.72,03/02/2020 6:23:52
FD4107,13.77,Low Sugar,0.037,Baking Goods,170.67,OUT001,1987,High,Tier 2,Supermarket Type1,4189.4,03/02/2020 6:23:52
FD431,14.45,Low Sugar,0.042,Meat,170.68,OUT002,1998,Small,Tier 3,Food Mart,2071.28,03/02/2020 6:23:52
FD7608,14.51,Regular,0.065,Canned,170.68,OUT003,1999,Medium,Tier 1,Departmental Store,4355.84,03/02/2020 6:23:52
FD3944,15.74,Low Sugar,0.057,Frozen Foods,170.68,OUT001,1987,High,Tier 2,Supermarket Type1,4634.7,03/02/2020 6:23:52
FD4646,13.43,Low Sugar,0.027,Baking Goods,170.69,OUT001,1987,High,Tier 2,Supermarket Type1,4112.45,03/02/2020 6:23:52
FD581,14.73,Regular,0.139,Starchy Foods,170.69,OUT003,1999,Medium,Tier 1,Departmental Store,5890.72,03/02/2020 6:23:52
NC3361,13.34,No Sugar,0.052,Health and Hygiene,170.71,OUT001,1987,High,Tier 2,Supermarket Type1,4093.95,03/02/2020 6:23:52
FD2855,12.31,Low Sugar,0.168,Meat,170.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3860.36,03/02/2020 6:23:52
FD4336,15.26,Regular,0.031,Canned,170.72,OUT001,1987,High,Tier 2,Supermarket Type1,4527.77,03/02/2020 6:23:52
FD1974,14.14,Low Sugar,0.041,Dairy,170.73,OUT003,1999,Medium,Tier 1,Departmental Store,4273.66,03/02/2020 6:23:52
FD7532,13.33,Low Sugar,0.075,Fruits and Vegetables,170.77,OUT001,1987,High,Tier 2,Supermarket Type1,4092.81,03/02/2020 6:23:52
FD3414,13.1,Low Sugar,0.049,Snack Foods,170.78,OUT001,1987,High,Tier 2,Supermarket Type1,4040.87,03/02/2020 6:23:52
FD4075,16.8,Low Sugar,0.062,Meat,170.8,OUT003,1999,Medium,Tier 1,Departmental Store,4877.16,03/02/2020 6:23:52
FD726,11.16,Regular,0.055,Meat,170.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3601.55,03/02/2020 6:23:52
FD2959,12.5,Low Sugar,0.052,Baking Goods,170.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3905.75,03/02/2020 6:23:52
FD2219,13.23,Low Sugar,0.071,Snack Foods,170.82,OUT001,1987,High,Tier 2,Supermarket Type1,4070.92,03/02/2020 6:23:52
FD510,15.98,Regular,0.091,Dairy,170.85,OUT003,1999,Medium,Tier 1,Departmental Store,4228.84,03/02/2020 6:23:52
DR1356,15.51,reg,0.073,Soft Drinks,170.86,OUT001,1987,High,Tier 2,Supermarket Type1,4585.58,03/02/2020 6:23:52
FD7442,12.3,Low Sugar,0.06,Baking Goods,170.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3860.72,03/02/2020 6:23:52
DR7293,11.18,Low Sugar,0.015,Soft Drinks,170.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,3608.87,03/02/2020 6:23:52
FD4201,14.59,Low Sugar,0.021,Baking Goods,170.9,OUT003,1999,Medium,Tier 1,Departmental Store,4378.59,03/02/2020 6:23:52
FD305,14.19,Low Sugar,0.052,Snack Foods,170.91,OUT003,1999,Medium,Tier 1,Departmental Store,4258.98,03/02/2020 6:23:52
FD3656,17.39,Low Sugar,0.034,Fruits and Vegetables,170.91,OUT003,1999,Medium,Tier 1,Departmental Store,5011.32,03/02/2020 6:23:52
NC7017,11.29,No Sugar,0.133,Health and Hygiene,170.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,3633.14,03/02/2020 6:23:52
NC8224,16.3,No Sugar,0.013,Household,170.94,OUT001,1987,High,Tier 2,Supermarket Type1,4766.1,03/02/2020 6:23:52
NC3563,13.23,No Sugar,0.047,Household,170.95,OUT001,1987,High,Tier 2,Supermarket Type1,4072.25,03/02/2020 6:23:52
NC3882,13.81,No Sugar,0.013,Health and Hygiene,170.97,OUT003,1999,Medium,Tier 1,Departmental Store,4204.48,03/02/2020 6:23:52
NC4118,14.12,No Sugar,0.083,Others,171.03,OUT003,1999,Medium,Tier 1,Departmental Store,4274.85,03/02/2020 6:23:52
FD1409,11.98,Regular,0.073,Fruits and Vegetables,171.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3792.49,03/02/2020 6:23:52
